年,月,乗車駅,降車駅,合計,定期券外,普通券計,普通券大,乗継計,乗継大,乗継小,地下売,バス売,一日券,プリペ,ICSF,その他,定期計,通勤,通学,学都,公用,敬老,ふれあい,その他.1
2020,5,青葉通一番町,卸町,7872,4089,472,457,,,,,,25,,3592,,3783,3276,,68,,330,109,
2020,5,青葉通一番町,六丁の目,4310,2164,249,237,,,,,,12,,1903,,2146,1809,,58,,151,128,
2020,5,青葉通一番町,荒井,5293,2457,238,224,,,,,,8,,2211,,2836,2460,,18,,253,105,
2020,5,宮城野通,泉中央,1053,355,26,22,,,,,,10,,319,,698,583,,16,,37,62,
2020,5,宮城野通,八乙女,338,156,3,3,,,,,,2,,151,,182,152,,6,,8,16,
2020,5,宮城野通,黒松,77,18,2,2,,,,,,,,16,,59,45,,,,,14,
2020,5,宮城野通,旭ヶ丘,436,203,9,9,,,,,,1,,193,,233,188,,4,,20,21,
2020,5,宮城野通,台原,210,95,14,3,,,,,,,,81,,115,90,1,,,19,5,
2020,5,宮城野通,北仙台,371,159,18,14,,,,,,1,,140,,212,169,,,,10,33,
2020,5,宮城野通,北四番丁,293,201,26,24,,,,,,,,175,,92,75,,,,14,3,
2020,5,宮城野通,勾当台公園,798,526,64,62,,,,,,3,,459,,272,183,,,,62,27,
2020,5,宮城野通,広瀬通,90,69,13,13,,,,,,1,,55,,21,12,,,,2,7,
2020,5,宮城野通,仙台,668,219,33,29,,,,,,9,,177,,449,284,,11,,49,105,
2020,5,宮城野通,五橋,57,28,2,2,,,,,,,,26,,29,6,,,,20,3,
2020,5,宮城野通,愛宕橋,34,20,1,1,,,,,,2,,17,,14,11,,,,,3,
2020,5,宮城野通,河原町,154,67,10,10,,,,,,2,,55,,87,70,,,,9,8,
2020,5,宮城野通,長町一丁目,140,50,5,5,,,,,,1,,44,,90,62,,,,19,9,
2020,5,宮城野通,長町,240,69,18,16,,,,,,,,51,,171,105,,1,,46,19,
2020,5,宮城野通,長町南,560,297,45,43,,,,,,4,,248,,263,207,,3,,27,26,
2020,5,宮城野通,富沢,466,214,8,8,,,,,,3,,203,,252,233,,,,4,15,
2020,5,宮城野通,八木山動物公園,3196,1609,123,122,,,,,,7,,1479,,1587,1294,,111,,94,88,
2020,5,宮城野通,青葉山,1056,574,24,24,,,,,,3,,547,,482,302,,154,,25,1,
2020,5,宮城野通,川内,463,233,13,13,,,,,,1,,219,,230,200,,11,,2,17,
2020,5,宮城野通,国際センター,694,524,39,38,,,,,,4,,481,,170,107,1,25,,28,9,
2020,5,宮城野通,大町西公園,1283,828,90,90,,,,,,2,,736,,455,370,1,15,,55,14,
2020,5,宮城野通,青葉通一番町,3489,2382,346,327,,,,,,17,,2019,,1107,650,,19,1,339,98,
2020,5,宮城野通,連坊,2243,1196,185,177,,,,,,4,,1007,,1047,808,1,21,,121,96,
2020,5,宮城野通,薬師堂,5869,3299,449,413,,,,,,7,,2843,,2570,2095,21,39,,210,205,
2020,5,宮城野通,卸町,5794,2574,428,413,,,,,,17,,2129,,3220,2791,7,64,,169,189,
2020,5,宮城野通,六丁の目,4755,2360,403,396,,,,,,11,,1946,,2395,2089,,73,,109,124,
2020,5,宮城野通,荒井,3928,1573,169,154,,,,,,11,,1393,,2355,1973,,82,,137,163,
2020,5,連坊,泉中央,1289,594,73,69,,,,,,10,,511,,695,608,2,17,,21,47,
2020,5,連坊,八乙女,217,102,11,11,,,,,,,,91,,115,94,,1,,9,11,
2020,5,連坊,黒松,113,50,,,,,,,,2,,48,,63,53,,2,,5,3,
2020,5,連坊,旭ヶ丘,272,80,7,7,,,,,,1,,72,,192,151,,2,,23,16,
2020,5,連坊,台原,271,83,10,7,,,,,,2,,71,,188,164,,1,,15,8,
2020,5,連坊,北仙台,294,142,10,9,,,,,,,,132,,152,135,,,,9,8,
2020,5,連坊,北四番丁,888,393,32,31,,,,,,,,361,,495,440,,25,,19,11,
2020,5,連坊,勾当台公園,2912,1337,114,112,,,,,,2,,1221,,1575,1380,,3,,78,114,
2020,5,連坊,広瀬通,431,205,54,54,,,,,,2,,149,,226,178,,16,,31,1,
2020,5,連坊,仙台,14515,8044,1201,1154,,,,,,18,,6825,,6471,5243,80,251,1,605,291,
2020,5,連坊,五橋,50,21,,,,,,,,,,21,,29,11,,1,,2,15,
2020,5,連坊,愛宕橋,72,33,1,1,,,,,,1,,31,,39,22,,1,,16,,
2020,5,連坊,河原町,43,20,1,1,,,,,,,,19,,23,3,,,,19,1,
2020,5,連坊,長町一丁目,190,109,7,6,,,,,,,,102,,81,47,,5,,6,23,
2020,5,連坊,長町,323,161,15,15,,,,,,3,,143,,162,99,,8,,35,20,
2020,5,連坊,長町南,444,209,12,12,,,,,,,,197,,235,187,,1,,24,23,
2020,5,連坊,富沢,209,85,17,10,,,,,,3,,65,,124,103,,9,,3,9,
2020,5,連坊,八木山動物公園,615,323,53,33,,,,,,,,270,,292,190,,22,,51,29,
2020,5,連坊,青葉山,840,269,12,10,,,,,,5,,252,,571,373,,196,,2,,
2020,5,連坊,川内,298,179,7,7,,,,,,,,172,,119,96,,21,,,2,
2020,5,連坊,国際センター,331,195,21,20,,,,,,2,,172,,136,81,1,25,,27,2,
2020,5,連坊,大町西公園,1207,556,77,67,,,,,,4,,475,,651,505,17,15,13,84,17,
2020,5,連坊,青葉通一番町,8168,5227,723,676,,,,,,8,,4496,,2941,2195,2,66,2,542,134,
2020,5,連坊,宮城野通,2424,1396,195,186,,,,,,8,,1193,,1028,733,2,39,1,97,156,
2020,5,連坊,薬師堂,754,360,51,38,,,,,,1,,308,,394,224,2,1,,92,75,
2020,5,連坊,卸町,3174,1504,199,180,,,,,,8,,1297,,1670,1362,,35,,190,83,
2020,5,連坊,六丁の目,2193,1100,189,186,,,,,,6,,905,,1093,897,13,73,,55,55,
2020,5,連坊,荒井,1808,800,103,96,,,,,,13,,684,,1008,876,,12,,64,56,
2020,5,薬師堂,泉中央,2178,1013,92,88,,,,,,8,,913,,1165,900,6,118,,42,99,
2020,5,薬師堂,八乙女,440,152,15,15,,,,,,3,,134,,288,246,,25,,11,6,
2020,5,薬師堂,黒松,170,78,7,7,,,,,,3,,68,,92,55,,18,,4,15,
2020,5,薬師堂,旭ヶ丘,414,179,37,37,,,,,,,,142,,235,152,,16,,26,41,
2020,5,薬師堂,台原,246,106,12,12,,,,,,,,94,,140,118,,10,,10,2,
2020,5,薬師堂,北仙台,718,295,32,31,,,,,,2,,261,,423,366,5,10,,10,32,
2020,5,薬師堂,北四番丁,1403,749,62,62,,,,,,2,,685,,654,537,1,9,,33,74,
2020,5,薬師堂,勾当台公園,3419,1608,131,128,,,,,,2,,1475,,1811,1576,,3,,164,68,
2020,5,薬師堂,広瀬通,767,393,35,35,,,,,,,,358,,374,343,,3,,16,12,
2020,5,薬師堂,仙台,23416,12524,1864,1762,,,,,,31,,10629,,10892,8591,308,273,,940,780,
2020,5,薬師堂,五橋,482,200,27,25,,,,,,,,173,,282,248,1,,,16,17,
2020,5,薬師堂,愛宕橋,84,31,6,5,,,,,,,,25,,53,39,,,,8,6,
2020,5,薬師堂,河原町,148,58,12,10,,,,,,2,,44,,90,68,,,,11,11,
2020,5,薬師堂,長町一丁目,345,118,11,10,,,,,,,,107,,227,166,,,,39,22,
2020,5,薬師堂,長町,602,234,33,31,,,,,,,,201,,368,222,,19,,43,84,
2020,5,薬師堂,長町南,1073,364,36,29,,,,,,12,,316,,709,556,,20,,63,70,
2020,5,薬師堂,富沢,479,179,16,12,,,,,,2,,161,,300,239,,30,,1,30,
2020,5,薬師堂,八木山動物公園,1031,449,70,58,,,,,,7,,372,,582,429,,51,,26,76,
2020,5,薬師堂,青葉山,684,210,6,6,,,,,,4,,200,,474,300,,167,,2,5,
2020,5,薬師堂,川内,352,172,10,9,,,,,,2,,160,,180,145,,10,,21,4,
2020,5,薬師堂,国際センター,590,372,42,39,,,,,,,,330,,218,130,10,19,,43,16,
2020,5,薬師堂,大町西公園,1441,676,68,65,,,,,,2,,606,,765,638,,2,,104,21,
2020,5,薬師堂,青葉通一番町,11350,6562,677,646,,,,,,7,,5878,,4788,3849,1,65,,706,167,
2020,5,薬師堂,宮城野通,6228,3650,510,489,,,,,,7,,3133,,2578,2070,20,49,,235,204,
2020,5,薬師堂,連坊,653,304,51,49,,,,,,9,,244,,349,170,2,5,3,105,64,
2020,5,薬師堂,卸町,1525,730,151,129,,,,,,4,,575,,795,512,,25,1,144,113,
2020,5,薬師堂,六丁の目,2183,1225,218,181,,,,,,3,,1004,,958,688,1,66,,109,94,
2020,5,薬師堂,荒井,1875,864,90,78,,,,,,27,,747,,1011,736,,19,1,59,196,
2020,5,卸町,泉中央,1534,632,91,88,,,,,,30,,511,,902,816,,23,,26,37,
2020,5,卸町,八乙女,664,283,35,34,,,,,,10,,238,,381,314,,5,,12,50,
2020,5,卸町,黒松,293,83,12,12,,,,,,4,,67,,210,177,,1,,15,17,
2020,5,卸町,旭ヶ丘,552,159,31,31,,,,,,5,,123,,393,315,,1,,32,45,
2020,5,卸町,台原,534,160,24,22,,,,,,6,,130,,374,323,,6,,11,34,
2020,5,卸町,北仙台,794,302,39,38,,,,,,7,,256,,492,446,,8,,21,17,
2020,5,卸町,北四番丁,1143,423,67,66,,,,,,5,,351,,720,646,,22,,23,29,
2020,5,卸町,勾当台公園,2285,1081,124,118,,,,,,12,,945,,1204,1092,,,,67,45,
2020,5,卸町,広瀬通,605,379,71,68,,,,,,1,,307,,226,212,,1,,7,6,
2020,5,卸町,仙台,20203,9422,1653,1583,,,,,,68,,7701,,10781,9215,30,288,2,702,544,
2020,5,卸町,五橋,647,280,27,26,,,,,,1,,252,,367,316,17,,,18,16,
2020,5,卸町,愛宕橋,211,86,2,2,,,,,,,,84,,125,86,,5,,18,16,
2020,5,卸町,河原町,405,145,12,10,,,,,,4,,129,,260,201,,,,29,30,
2020,5,卸町,長町一丁目,462,213,25,25,,,,,,,,188,,249,190,,,,23,36,
2020,5,卸町,長町,1114,405,38,35,,,,,,7,,360,,709,574,,2,,67,66,
2020,5,卸町,長町南,1026,465,42,40,,,,,,7,,416,,561,513,,1,,19,28,
2020,5,卸町,富沢,747,262,27,27,,,,,,2,,233,,485,444,,4,,22,15,
2020,5,卸町,八木山動物公園,1345,505,100,93,,,,,,16,,389,,840,606,,51,,81,102,
2020,5,卸町,青葉山,616,211,10,10,,,,,,8,,193,,405,288,,96,,7,14,
2020,5,卸町,川内,511,188,5,5,,,,,,12,,171,,323,260,,26,,17,20,
2020,5,卸町,国際センター,475,279,36,36,,,,,,7,,236,,196,151,,34,,9,2,
2020,5,卸町,大町西公園,996,353,52,48,,,,,,10,,291,,643,527,,32,,51,33,
2020,5,卸町,青葉通一番町,8980,4791,602,584,,,,,,22,,4167,,4189,3645,,74,,333,137,
2020,5,卸町,宮城野通,5684,2592,387,372,,,,,,21,,2184,,3092,2695,2,61,,163,171,
2020,5,卸町,連坊,3175,1537,206,189,,,,,,10,,1321,,1638,1338,1,51,,181,67,
2020,5,卸町,薬師堂,1626,771,137,111,,,,,,7,,627,,855,531,,50,1,143,130,
2020,5,卸町,六丁の目,2655,1358,279,256,,,,,,13,,1066,,1297,904,2,50,,145,196,
2020,5,卸町,荒井,2590,1247,118,112,,,,,,14,,1115,,1343,1050,,27,1,126,139,
2020,5,六丁の目,泉中央,1449,537,65,61,,,,,,17,,455,,912,707,,132,,22,51,
2020,5,六丁の目,八乙女,494,162,22,22,,,,,,5,,135,,332,270,,51,,8,3,
2020,5,六丁の目,黒松,291,86,4,4,,,,,,7,,75,,205,162,,16,,3,24,
2020,5,六丁の目,旭ヶ丘,294,170,32,29,,,,,,5,,133,,124,98,,9,,7,10,
2020,5,六丁の目,台原,374,99,19,18,,,,,,2,,78,,275,230,,28,,6,11,
2020,5,六丁の目,北仙台,707,208,40,37,,,,,,6,,162,,499,463,,9,,11,16,
2020,5,六丁の目,北四番丁,949,351,45,42,,,,,,4,,302,,598,585,,1,,9,3,
2020,5,六丁の目,勾当台公園,1832,621,67,59,,,,,,2,,552,,1211,1150,,2,,30,29,
2020,5,六丁の目,広瀬通,245,128,15,15,,,,,,1,,112,,117,103,,10,,3,1,
2020,5,六丁の目,仙台,18950,8771,1552,1458,,,,,,64,,7155,,10179,8297,605,672,,263,342,
2020,5,六丁の目,五橋,331,192,24,23,,,,,,,,168,,139,121,,,,3,15,
2020,5,六丁の目,愛宕橋,121,55,17,17,,,,,,,,38,,66,49,,7,,3,7,
2020,5,六丁の目,河原町,264,80,14,13,,,,,,,,66,,184,148,,1,,21,14,
2020,5,六丁の目,長町一丁目,288,119,15,15,,,,,,2,,102,,169,149,,,,15,5,
2020,5,六丁の目,長町,726,273,57,53,,,,,,14,,202,,453,338,,41,,27,47,
2020,5,六丁の目,長町南,714,265,50,48,,,,,,10,,205,,449,373,,30,,8,38,
2020,5,六丁の目,富沢,555,168,27,27,,,,,,8,,133,,387,347,,25,,3,12,
2020,5,六丁の目,八木山動物公園,805,310,45,43,,,,,,3,,262,,495,340,,77,,15,63,
2020,5,六丁の目,青葉山,249,97,6,6,,,,,,1,,90,,152,119,,14,,3,16,
2020,5,六丁の目,川内,196,125,8,6,,,,,,9,,108,,71,62,,8,,,1,
2020,5,六丁の目,国際センター,464,300,39,39,,,,,,4,,257,,164,114,,13,,32,5,
2020,5,六丁の目,大町西公園,1118,469,85,85,,,,,,6,,378,,649,611,,13,,19,6,
2020,5,六丁の目,青葉通一番町,5052,2724,337,318,,,,,,20,,2367,,2328,1951,,72,2,161,142,
2020,5,六丁の目,宮城野通,5016,2527,390,382,,,,,,5,,2132,,2489,2128,,80,,121,160,
2020,5,六丁の目,連坊,1822,919,150,146,,,,,,6,,763,,903,744,8,57,,42,52,
2020,5,六丁の目,薬師堂,2124,1164,239,204,,,,,,3,,922,,960,680,1,60,,100,119,
2020,5,六丁の目,卸町,2603,1325,253,230,,,,,,36,,1036,,1278,878,9,48,1,191,151,
2020,5,六丁の目,荒井,635,289,63,59,,,,,,5,,221,,346,258,,4,1,51,32,
2020,5,荒井,泉中央,887,350,29,26,,,,,,26,,295,,537,436,,2,,30,69,
2020,5,荒井,八乙女,350,103,12,12,,,,,,3,,88,,247,195,,23,,4,25,
2020,5,荒井,黒松,163,47,10,10,,,,,,,,37,,116,83,,,,3,30,
2020,5,荒井,旭ヶ丘,187,74,7,7,,,,,,3,,64,,113,82,,2,,3,26,
2020,5,荒井,台原,333,99,4,3,,,,,,2,,93,,234,168,,6,,5,55,
2020,5,荒井,北仙台,425,115,21,21,,,,,,2,,92,,310,224,,4,,6,76,
2020,5,荒井,北四番丁,936,347,36,35,,,,,,8,,303,,589,552,,,2,18,17,
2020,5,荒井,勾当台公園,2631,779,33,32,,,,,,22,,724,,1852,1759,,,3,61,29,
2020,5,荒井,広瀬通,248,120,10,10,,,,,,2,,108,,128,114,,,2,8,4,
2020,5,荒井,仙台,13268,5650,875,842,,,,,,66,,4709,,7618,6366,2,167,7,371,705,
2020,5,荒井,五橋,405,107,4,4,,,,,,1,,102,,298,271,,,,18,9,
2020,5,荒井,愛宕橋,103,17,2,2,,,,,,,,15,,86,71,,,,10,5,
2020,5,荒井,河原町,156,41,3,3,,,,,,5,,33,,115,94,,,,4,17,
2020,5,荒井,長町一丁目,315,96,17,17,,,,,,1,,78,,219,153,,1,,25,40,
2020,5,荒井,長町,634,168,23,23,,,,,,7,,138,,466,312,,10,,64,80,
2020,5,荒井,長町南,657,176,15,13,,,,,,7,,154,,481,392,,4,,29,56,
2020,5,荒井,富沢,435,132,7,7,,,,,,6,,119,,303,264,,1,6,4,28,
2020,5,荒井,八木山動物公園,828,343,50,45,,,,,,19,,274,,485,296,,5,,18,166,
2020,5,荒井,青葉山,285,112,4,3,,,,,,4,,104,,173,134,,36,,2,1,
2020,5,荒井,川内,128,78,8,6,,,,,,,,70,,50,36,,2,,9,3,
2020,5,荒井,国際センター,328,181,26,26,,,,,,3,,152,,147,128,,2,,5,12,
2020,5,荒井,大町西公園,827,302,50,47,,,,,,3,,249,,525,421,,12,18,49,25,
2020,5,荒井,青葉通一番町,5835,2741,305,290,,,,,,19,,2417,,3094,2726,,19,,234,115,
2020,5,荒井,宮城野通,4033,1517,145,134,,,,,,14,,1358,,2516,2089,,76,,149,202,
2020,5,荒井,連坊,1533,735,94,87,,,,,,8,,633,,798,678,,15,,49,56,
2020,5,荒井,薬師堂,1692,800,122,110,,,,,,20,,658,,892,601,,11,,70,210,
2020,5,荒井,卸町,2552,1208,120,112,,,,,,23,,1065,,1344,1054,,26,1,109,154,
2020,5,荒井,六丁の目,608,288,72,71,,,,,,4,,212,,320,243,,9,2,42,24,
2020,6,泉中央,八乙女,17665,7982,1193,1090,,,,,,113,,6676,,9683,5244,126,832,2,2161,1318,
2020,6,泉中央,黒松,11359,5795,808,745,,,,,,63,,4924,,5564,2610,275,430,,1691,558,
2020,6,泉中央,旭ヶ丘,15200,6067,857,702,,,,,,69,,5141,,9133,4292,125,1152,,2189,1375,
2020,6,泉中央,台原,14067,5819,769,626,,,,,,36,,5014,,8248,4092,86,2257,1,1010,802,
2020,6,泉中央,北仙台,29504,11949,1343,1237,,,,,,62,,10544,,17555,9589,1269,4328,,1417,952,
2020,6,泉中央,北四番丁,34129,11777,1012,942,,,,,,78,,10687,,22352,16955,169,2881,15,1184,1148,
2020,6,泉中央,勾当台公園,63432,24827,2584,2376,,,,,,204,,22039,,38605,33084,22,736,2,3333,1428,
2020,6,泉中央,広瀬通,56200,24668,2686,2483,,,,,,224,,21757,1,31532,25870,121,2326,,2120,1095,
2020,6,泉中央,仙台,138871,61628,9854,9285,,,,,,558,,51216,,77243,55021,2671,12773,7,3738,3033,
2020,6,泉中央,五橋,13559,4338,536,503,,,,,,59,,3743,,9221,5665,189,2766,,395,206,
2020,6,泉中央,愛宕橋,3714,1237,324,312,,,,,,21,,892,,2477,1043,25,1184,,141,84,
2020,6,泉中央,河原町,4849,1753,222,208,,,,,,19,,1512,,3096,2255,,502,,225,114,
2020,6,泉中央,長町一丁目,4138,1722,153,150,,,,,,52,,1517,,2416,1660,,513,,167,76,
2020,6,泉中央,長町,11037,3549,463,436,,,,,,106,,2980,,7488,4694,95,1627,,457,615,
2020,6,泉中央,長町南,8866,2906,417,334,,,,,,194,,2294,1,5960,4179,,809,2,526,444,
2020,6,泉中央,富沢,6128,1729,222,207,,,,,,82,,1425,,4399,3047,22,1035,,119,176,
2020,6,泉中央,八木山動物公園,2178,812,80,66,,,,,,55,,677,,1366,507,48,642,,112,57,
2020,6,泉中央,青葉山,1199,337,21,21,,,,,,10,,306,,862,433,22,365,,20,22,
2020,6,泉中央,川内,556,304,34,33,,,,,,18,,252,,252,175,,58,,14,5,
2020,6,泉中央,国際センター,3852,844,112,108,,,,,,64,,668,,3008,129,359,2482,,29,9,
2020,6,泉中央,大町西公園,1067,490,79,40,,,,,,9,,402,,577,499,,4,,46,28,
2020,6,泉中央,青葉通一番町,1873,796,80,74,,,,,,27,,689,,1077,768,20,17,,197,75,
2020,6,泉中央,宮城野通,1853,612,56,52,,,,,,8,,548,,1241,1016,,83,,62,80,
2020,6,泉中央,連坊,4117,697,54,53,,,,,,12,,631,,3420,685,207,2435,,38,55,
2020,6,泉中央,薬師堂,5540,1201,101,95,,,,,,12,,1088,,4339,1178,176,2799,,58,128,
2020,6,泉中央,卸町,2354,804,111,108,,,,,,32,,661,,1550,973,16,450,,30,81,
2020,6,泉中央,六丁の目,2425,628,58,55,,,,,,24,,546,,1797,959,,763,,26,49,
2020,6,泉中央,荒井,1666,521,42,36,,,,,,54,,425,,1145,710,,305,,78,52,
2020,6,八乙女,泉中央,17642,8706,1344,1226,,,,,,93,,7269,,8936,4638,135,624,,2108,1431,
2020,6,八乙女,黒松,1910,832,146,132,,,,,,25,,661,,1078,431,,109,,355,183,
2020,6,八乙女,旭ヶ丘,2775,1287,184,164,,,,,,13,,1090,,1488,660,3,152,1,375,297,
2020,6,八乙女,台原,3351,1515,255,235,,,,,,6,,1254,,1836,778,16,473,1,291,277,
2020,6,八乙女,北仙台,6469,2554,394,365,,,,,,26,,2134,,3915,2458,148,827,,254,228,
2020,6,八乙女,北四番丁,13182,5855,453,437,,,,,,25,,5377,,7327,6062,1,539,3,378,344,
2020,6,八乙女,勾当台公園,23238,8660,883,845,,,,,,105,,7672,,14578,13130,3,226,,958,261,
2020,6,八乙女,広瀬通,19691,8381,866,830,,,,,,62,,7453,,11310,9814,7,666,,550,273,
2020,6,八乙女,仙台,46017,19135,3212,3075,,,,,,194,,15729,,26882,19879,673,4485,2,1130,713,
2020,6,八乙女,五橋,5167,1580,146,134,,,,,,27,,1407,,3587,2725,,643,,148,71,
2020,6,八乙女,愛宕橋,661,198,35,34,,,,,,8,,155,,463,296,,110,,36,21,
2020,6,八乙女,河原町,1348,466,63,49,,,,,,2,,401,,882,578,,217,,65,22,
2020,6,八乙女,長町一丁目,1164,416,56,26,,,,,,12,,348,,748,467,,217,,26,38,
2020,6,八乙女,長町,4187,1158,191,184,,,,,,43,,924,,3029,1758,86,886,,130,169,
2020,6,八乙女,長町南,3206,1012,100,83,,,,,,53,,859,,2194,1410,16,497,,122,149,
2020,6,八乙女,富沢,2189,564,69,66,,,,,,12,,483,,1625,1085,,503,,23,14,
2020,6,八乙女,八木山動物公園,914,256,23,22,,,,,,24,,209,,658,223,,380,,49,6,
2020,6,八乙女,青葉山,492,132,5,5,,,,,,3,,124,,360,261,,97,,2,,
2020,6,八乙女,川内,233,115,9,8,,,,,,7,,99,,118,65,,25,,14,14,
2020,6,八乙女,国際センター,650,178,31,28,,,,,,11,,136,,472,29,15,388,,37,3,
2020,6,八乙女,大町西公園,404,161,20,20,,,,,,9,,132,,243,200,,5,,38,,
2020,6,八乙女,青葉通一番町,881,420,57,49,,,,,,7,,356,,461,372,16,15,,55,3,
2020,6,八乙女,宮城野通,780,284,17,17,,,,,,3,,264,,496,443,,31,,17,5,
2020,6,八乙女,連坊,752,206,12,12,,,,,,,,194,,546,146,,371,,9,20,
2020,6,八乙女,薬師堂,1355,182,7,7,,,,,,7,,168,,1173,439,2,712,,10,10,
2020,6,八乙女,卸町,1189,413,49,49,,,,,,5,,359,,776,612,,108,,17,39,
2020,6,八乙女,六丁の目,834,205,25,24,,,,,,10,,170,,629,412,,204,,11,2,
2020,6,八乙女,荒井,750,198,22,22,,,,,,9,,167,,552,408,,118,2,17,7,
2020,6,黒松,泉中央,11336,5693,784,712,,,,,,57,,4852,,5643,2742,310,412,,1593,586,
2020,6,黒松,八乙女,2605,901,191,164,,,,,,31,,679,,1704,983,1,144,,388,188,
2020,6,黒松,旭ヶ丘,1889,437,69,53,,,,,,18,,350,,1452,551,,27,,617,257,
2020,6,黒松,台原,2128,757,116,106,,,,,,5,,636,,1371,552,,198,,476,145,
2020,6,黒松,北仙台,3918,1650,198,186,,,,,,16,,1436,,2268,1298,154,235,,356,225,
2020,6,黒松,北四番丁,6039,2145,218,207,,,,,,10,,1917,,3894,3027,3,297,,329,238,
2020,6,黒松,勾当台公園,11989,4484,523,494,,,,,,38,,3923,,7505,6183,,116,,1022,184,
2020,6,黒松,広瀬通,12384,4980,545,530,,,,,,34,,4401,,7404,6195,,296,,695,218,
2020,6,黒松,仙台,23991,10030,1348,1275,,,,,,67,,8615,,13961,10782,235,1357,,967,620,
2020,6,黒松,五橋,2263,664,45,45,,,,,,5,,614,,1599,1004,,395,,69,131,
2020,6,黒松,愛宕橋,441,82,8,6,,,,,,2,,72,,359,212,,119,,21,7,
2020,6,黒松,河原町,591,198,24,24,,,,,,6,,168,,393,319,,20,,32,22,
2020,6,黒松,長町一丁目,638,170,13,13,,,,,,6,,151,,468,337,,55,,48,28,
2020,6,黒松,長町,1496,396,46,44,,,,,,16,,334,,1100,876,,97,,73,54,
2020,6,黒松,長町南,1261,527,48,44,,,,,,26,,453,,734,568,,28,,86,52,
2020,6,黒松,富沢,611,191,8,8,,,,,,15,,168,,420,369,,10,,16,25,
2020,6,黒松,八木山動物公園,276,82,10,8,,,,,,3,,69,,194,77,,78,,23,16,
2020,6,黒松,青葉山,365,140,,,,,,,,1,,139,,225,139,,84,,2,,
2020,6,黒松,川内,125,82,7,6,,,,,,6,,69,,43,28,,3,,11,1,
2020,6,黒松,国際センター,340,100,33,32,,,,,,6,,61,,240,2,29,191,,13,5,
2020,6,黒松,大町西公園,179,86,26,26,,,,,,2,,58,,93,64,,,,10,19,
2020,6,黒松,青葉通一番町,213,77,3,3,,,,,,,,74,,136,69,,1,,63,3,
2020,6,黒松,宮城野通,102,29,4,4,,,,,,,,25,,73,60,,,,1,12,
2020,6,黒松,連坊,349,32,2,2,,,,,,2,,28,,317,72,,236,,2,7,
2020,6,黒松,薬師堂,521,131,8,8,,,,,,2,,121,,390,100,,275,,9,6,
2020,6,黒松,卸町,392,74,12,12,,,,,,7,,55,,318,253,,21,,4,40,
2020,6,黒松,六丁の目,450,170,22,10,,,,,,7,,141,,280,217,,33,,1,29,
2020,6,黒松,荒井,266,68,4,3,,,,,,3,,61,,198,109,,11,,9,69,
2020,6,旭ヶ丘,泉中央,15432,6235,964,813,,,,,,57,,5214,,9197,4576,131,1122,1,2152,1215,
2020,6,旭ヶ丘,八乙女,2799,1245,138,121,,,,,,7,,1100,,1554,680,9,168,1,331,365,
2020,6,旭ヶ丘,黒松,1374,323,44,36,,,,,,9,,270,,1051,251,,20,,544,236,
2020,6,旭ヶ丘,台原,1711,656,131,73,,,,,,9,,516,,1055,348,20,34,,411,242,
2020,6,旭ヶ丘,北仙台,5488,2259,281,244,,,,,,10,,1968,,3229,1633,153,512,,561,370,
2020,6,旭ヶ丘,北四番丁,9955,3548,336,310,,,,,,12,,3200,,6407,4932,1,503,,480,491,
2020,6,旭ヶ丘,勾当台公園,21291,8150,1056,1000,,,,,,28,,7066,,13141,10279,22,234,,1931,675,
2020,6,旭ヶ丘,広瀬通,18901,8102,962,922,,,,,,27,,7113,,10799,8701,2,413,1,1179,503,
2020,6,旭ヶ丘,仙台,36580,15087,2362,2210,,,,,,83,,12642,,21493,16471,191,1844,3,1779,1205,
2020,6,旭ヶ丘,五橋,3289,999,113,91,,,,,,13,,873,,2290,1592,,375,,147,176,
2020,6,旭ヶ丘,愛宕橋,658,204,39,39,,,,,,2,,163,,454,305,,58,,62,29,
2020,6,旭ヶ丘,河原町,890,386,35,31,,,,,,3,,348,,504,342,,19,,84,59,
2020,6,旭ヶ丘,長町一丁目,1455,478,44,27,,,,,,5,,429,,977,622,,240,,87,28,
2020,6,旭ヶ丘,長町,2752,947,120,108,,,,,,33,,794,,1805,1234,,114,,155,302,
2020,6,旭ヶ丘,長町南,2665,911,95,85,,,,,,37,,779,,1754,1205,,45,,243,261,
2020,6,旭ヶ丘,富沢,1489,339,46,42,,,,,,13,,280,,1150,904,,115,2,37,92,
2020,6,旭ヶ丘,八木山動物公園,670,182,11,10,,,,,,4,,167,,488,155,,260,,36,37,
2020,6,旭ヶ丘,青葉山,278,149,1,1,,,,,,2,,146,,129,92,,32,,3,2,
2020,6,旭ヶ丘,川内,257,102,8,8,,,,,,1,,93,,155,120,,1,,17,17,
2020,6,旭ヶ丘,国際センター,541,162,19,18,,,,,,3,,140,,379,29,49,251,,27,23,
2020,6,旭ヶ丘,大町西公園,165,78,6,6,,,,,,2,,70,,87,72,,1,,12,2,
2020,6,旭ヶ丘,青葉通一番町,675,232,13,13,,,,,,5,,214,,443,228,,3,,203,9,
2020,6,旭ヶ丘,宮城野通,861,395,11,11,,,,,,6,,378,,466,401,,9,,37,19,
2020,6,旭ヶ丘,連坊,521,116,18,18,,,,,,2,,96,,405,173,,191,,32,9,
2020,6,旭ヶ丘,薬師堂,792,211,56,53,,,,,,16,,139,,581,236,,264,,40,41,
