年,月,乗車駅,降車駅,合計,定期券外,普通券計,普通券大,乗継計,乗継大,乗継小,地下売,バス売,一日券,プリペ,ICSF,その他,定期計,通勤,通学,学都,公用,敬老,ふれあい,その他.1
2020,4,泉中央,八乙女,12211,5269,749,689,,,,,,40,,4480,,6942,4394,4,326,1,1166,1051,
2020,4,泉中央,黒松,8204,3921,492,451,,,,,,31,,3398,,4283,2551,6,165,,1143,418,
2020,4,泉中央,旭ヶ丘,9813,4021,551,478,,,,,,29,,3441,,5792,3602,8,158,3,1053,968,
2020,4,泉中央,台原,8885,3763,310,273,,,,,,14,,3439,,5122,3659,14,305,,636,508,
2020,4,泉中央,北仙台,18605,8162,893,851,,,,,,33,,7236,,10443,8440,36,510,,733,724,
2020,4,泉中央,北四番丁,25693,8405,719,683,,,,,,16,,7670,,17288,15347,15,299,1,716,910,
2020,4,泉中央,勾当台公園,47837,16670,1298,1185,,,,,,87,,15284,1,31167,28414,3,335,1,1370,1044,
2020,4,泉中央,広瀬通,39787,15611,1379,1274,,,,,,60,,14171,1,24176,21782,7,612,1,981,793,
2020,4,泉中央,仙台,84600,32962,4626,4355,,,,,,173,,28162,1,51638,45539,154,1962,2,1664,2317,
2020,4,泉中央,五橋,9514,3378,462,450,,,,,,32,,2884,,6136,5073,6,730,,207,120,
2020,4,泉中央,愛宕橋,2254,992,359,355,,,,,,9,,624,,1262,917,2,217,,42,84,
2020,4,泉中央,河原町,3613,1233,170,166,,,,,,12,,1051,,2380,2098,,95,,95,92,
2020,4,泉中央,長町一丁目,3117,1349,124,122,,,,,,23,,1202,,1768,1572,,40,,94,62,
2020,4,泉中央,長町,7317,2276,320,309,,,,,,56,,1900,,5041,4128,2,185,,259,467,
2020,4,泉中央,長町南,6194,1800,252,208,,,,,,50,,1498,,4394,3684,,133,,215,362,
2020,4,泉中央,富沢,4391,1162,151,135,,,,,,32,,979,,3229,2913,10,132,,50,124,
2020,4,泉中央,八木山動物公園,1169,579,65,64,,,,,,14,,500,,590,450,1,52,,44,43,
2020,4,泉中央,青葉山,822,212,12,12,,,,,,3,,197,,610,407,3,169,,12,19,
2020,4,泉中央,川内,362,166,9,9,,,,,,4,,153,,196,153,3,36,,1,3,
2020,4,泉中央,国際センター,892,592,62,62,,,,,,8,,522,,300,121,14,163,,1,1,
2020,4,泉中央,大町西公園,837,354,38,23,,,,,,3,,313,,483,447,,8,,25,3,
2020,4,泉中央,青葉通一番町,1287,478,34,30,,,,,,13,,431,,809,658,2,15,,65,69,
2020,4,泉中央,宮城野通,1485,481,31,31,,,,,,5,,445,,1004,849,,25,,35,95,
2020,4,泉中央,連坊,1544,586,46,46,,,,,,8,,532,,958,687,11,193,,22,45,
2020,4,泉中央,薬師堂,1995,684,59,54,,,,,,4,,621,,1311,1098,,100,,38,75,
2020,4,泉中央,卸町,1716,522,67,67,,,,,,13,,442,,1194,1047,,52,,30,65,
2020,4,泉中央,六丁の目,1557,429,45,41,,,,,,6,,378,,1128,947,,118,,18,45,
2020,4,泉中央,荒井,945,280,31,27,,,,,,30,,219,,665,561,,10,,54,40,
2020,4,八乙女,泉中央,12051,5586,797,719,,,,,,32,,4757,,6465,3894,4,286,3,1173,1105,
2020,4,八乙女,黒松,1591,656,137,111,,,,,,13,,506,,935,463,2,50,,249,171,
2020,4,八乙女,旭ヶ丘,2251,1011,135,121,,,,,,3,,873,,1240,585,,59,,288,308,
2020,4,八乙女,台原,2213,1045,141,127,,,,,,3,,901,,1168,752,,55,,170,191,
2020,4,八乙女,北仙台,4828,2093,341,315,,,,,,9,,1743,,2735,2247,15,147,,144,182,
2020,4,八乙女,北四番丁,10563,4699,319,307,,,,,,8,,4372,,5864,5175,,141,50,251,247,
2020,4,八乙女,勾当台公園,17148,5381,510,497,,,,,,28,,4843,,11767,11036,,113,,368,250,
2020,4,八乙女,広瀬通,14579,5494,426,398,,,,,,17,,5051,,9085,8442,1,207,1,238,196,
2020,4,八乙女,仙台,29372,10335,1460,1401,,,,,,51,,8824,,19037,17007,81,815,,561,573,
2020,4,八乙女,五橋,3802,1317,102,99,,,,,,14,,1201,,2485,2265,1,80,,85,54,
2020,4,八乙女,愛宕橋,521,128,11,11,,,,,,2,,115,,393,342,,14,,23,14,
2020,4,八乙女,河原町,963,322,43,39,,,,,,2,,277,,641,545,,32,,50,14,
2020,4,八乙女,長町一丁目,886,342,46,21,,,,,,13,,283,,544,457,,9,,25,53,
2020,4,八乙女,長町,2708,691,166,161,,,,,,6,,519,,2017,1756,6,89,,56,110,
2020,4,八乙女,長町南,2098,626,40,36,,,,,,26,,560,,1472,1198,9,99,,45,121,
2020,4,八乙女,富沢,1480,411,35,35,,,,,,10,,366,,1069,993,,64,1,7,4,
2020,4,八乙女,八木山動物公園,372,151,17,17,,,,,,5,,129,,221,162,,30,,27,2,
2020,4,八乙女,青葉山,339,83,2,2,,,,,,1,,80,,256,236,,18,,2,,
2020,4,八乙女,川内,164,43,1,1,,,,,,,,42,,121,89,,19,,5,8,
2020,4,八乙女,国際センター,126,46,2,2,,,,,,3,,41,,80,35,,19,,5,21,
2020,4,八乙女,大町西公園,281,99,4,4,,,,,,1,,94,,182,166,,9,,5,2,
2020,4,八乙女,青葉通一番町,613,247,34,22,,,,,,3,,210,,366,319,2,2,1,27,15,
2020,4,八乙女,宮城野通,627,218,11,9,,,,,,1,,206,,409,394,,1,,5,9,
2020,4,八乙女,連坊,380,136,6,6,,,,,,3,,127,,244,177,,44,,3,20,
2020,4,八乙女,薬師堂,674,268,31,25,,,,,,1,,236,,406,351,,25,,11,19,
2020,4,八乙女,卸町,901,302,35,35,,,,,,7,,260,,599,552,,7,,3,37,
2020,4,八乙女,六丁の目,559,164,19,19,,,,,,11,,134,,395,327,,55,,9,4,
2020,4,八乙女,荒井,458,165,26,26,,,,,,,,139,,293,257,,26,,5,5,
2020,4,黒松,泉中央,7870,3861,478,443,,,,,,26,,3357,,4009,2468,6,143,,972,420,
2020,4,黒松,八乙女,2033,583,131,120,,,,,,23,,429,,1450,919,,66,1,283,181,
2020,4,黒松,旭ヶ丘,1649,296,45,39,,,,,,4,,247,,1353,693,,12,,418,230,
2020,4,黒松,台原,1816,720,100,83,,,,,,3,,617,,1096,634,,22,,327,113,
2020,4,黒松,北仙台,2792,1152,164,151,,,,,,8,,980,,1640,1186,6,32,,229,187,
2020,4,黒松,北四番丁,4922,1685,151,146,,,,,,8,,1526,,3237,2697,1,56,,261,222,
2020,4,黒松,勾当台公園,8995,3068,245,239,,,,,,13,,2810,,5927,5193,,64,,519,151,
2020,4,黒松,広瀬通,9281,3340,301,279,,,,,,15,,3024,,5941,5216,,115,,438,172,
2020,4,黒松,仙台,16575,6291,773,739,,,,,,12,,5506,,10284,8899,41,373,,467,504,
2020,4,黒松,五橋,1582,503,34,34,,,,,,,,469,,1079,802,1,104,,83,89,
2020,4,黒松,愛宕橋,337,109,19,19,,,,,,1,,89,,228,191,,21,,12,4,
2020,4,黒松,河原町,547,198,22,22,,,,,,4,,172,,349,287,,21,,24,17,
2020,4,黒松,長町一丁目,518,131,6,6,,,,,,4,,121,,387,306,,11,,32,38,
2020,4,黒松,長町,1059,295,58,58,,,,,,4,,233,,764,693,,16,,32,23,
2020,4,黒松,長町南,898,359,35,34,,,,,,5,,319,,539,436,,28,,28,47,
2020,4,黒松,富沢,531,172,14,14,,,,,,4,,154,,359,340,,11,,6,2,
2020,4,黒松,八木山動物公園,160,67,4,4,,,,,,2,,61,,93,82,,4,,5,2,
2020,4,黒松,青葉山,253,71,2,2,,,,,,,,69,,182,149,,27,,6,,
2020,4,黒松,川内,92,40,3,3,,,,,,4,,33,,52,48,,4,,,,
2020,4,黒松,国際センター,22,7,1,1,,,,,,,,6,,15,1,5,7,,1,1,
2020,4,黒松,大町西公園,119,54,13,13,,,,,,1,,40,,65,34,,6,,7,18,
2020,4,黒松,青葉通一番町,116,46,6,6,,,,,,3,,37,,70,47,,,,18,5,
2020,4,黒松,宮城野通,91,33,1,1,,,,,,1,,31,,58,38,,1,,2,17,
2020,4,黒松,連坊,130,42,1,1,,,,,,,,41,,88,63,,19,,6,,
2020,4,黒松,薬師堂,198,87,5,4,,,,,,1,,81,,111,92,,9,,5,5,
2020,4,黒松,卸町,394,90,4,4,,,,,,2,,84,,304,274,,8,,9,13,
2020,4,黒松,六丁の目,386,107,6,3,,,,,,9,,92,,279,226,,22,,2,29,
2020,4,黒松,荒井,139,48,2,2,,,,,,1,,45,,91,57,,1,,3,30,
2020,4,旭ヶ丘,泉中央,10381,4246,610,536,,,,,,14,,3622,,6135,3881,9,165,,1083,997,
2020,4,旭ヶ丘,八乙女,2130,940,135,125,,,,,,3,,802,,1190,624,,49,,213,304,
2020,4,旭ヶ丘,黒松,1207,254,49,43,,,,,,3,,202,,953,327,,10,1,400,215,
2020,4,旭ヶ丘,台原,1308,515,104,88,,,,,,3,,408,,793,287,,27,,298,181,
2020,4,旭ヶ丘,北仙台,4037,1797,234,188,,,,,,7,,1556,,2240,1546,4,76,,357,257,
2020,4,旭ヶ丘,北四番丁,7979,2614,229,207,,,,,,7,,2378,,5365,4626,5,84,,286,364,
2020,4,旭ヶ丘,勾当台公園,15850,5604,583,563,,,,,,23,,4998,,10246,8728,9,74,,951,484,
2020,4,旭ヶ丘,広瀬通,13744,5628,563,546,,,,,,6,,5059,,8116,7072,1,151,,581,311,
2020,4,旭ヶ丘,仙台,23937,8808,1200,1147,,,,,,20,,7588,,15129,13078,14,360,1,804,872,
2020,4,旭ヶ丘,五橋,2324,715,75,62,,,,,,1,,639,,1609,1365,,30,,80,134,
2020,4,旭ヶ丘,愛宕橋,418,131,22,22,,,,,,3,,106,,287,224,,12,,26,25,
2020,4,旭ヶ丘,河原町,609,246,24,24,,,,,,,,222,,363,258,,22,,32,51,
2020,4,旭ヶ丘,長町一丁目,965,336,19,14,,,,,,1,,316,,629,534,,12,,73,10,
2020,4,旭ヶ丘,長町,1904,571,52,46,,,,,,9,,510,,1333,1032,,18,,84,199,
2020,4,旭ヶ丘,長町南,1918,566,54,47,,,,,,5,,507,,1352,1044,,30,,97,181,
2020,4,旭ヶ丘,富沢,1161,235,27,25,,,,,,3,,205,,926,787,,47,3,20,69,
2020,4,旭ヶ丘,八木山動物公園,226,72,15,14,,,,,,1,,56,,154,112,,18,,18,6,
2020,4,旭ヶ丘,青葉山,201,44,,,,,,,,1,,43,,157,134,,21,,2,,
2020,4,旭ヶ丘,川内,156,40,2,2,,,,,,,,38,,116,100,,4,,2,10,
2020,4,旭ヶ丘,国際センター,81,35,2,2,,,,,,1,,32,,46,25,4,16,,1,,
2020,4,旭ヶ丘,大町西公園,119,42,11,11,,,,,,,,31,,77,52,,11,,12,2,
2020,4,旭ヶ丘,青葉通一番町,422,149,11,11,,,,,,,,138,,273,201,1,2,,66,3,
2020,4,旭ヶ丘,宮城野通,806,345,2,2,,,,,,1,,342,,461,401,,8,,22,30,
2020,4,旭ヶ丘,連坊,346,99,14,14,,,,,,,,85,,247,196,,22,,21,8,
2020,4,旭ヶ丘,薬師堂,455,202,27,25,,,,,,,,175,,253,197,,6,,25,25,
2020,4,旭ヶ丘,卸町,735,154,23,23,,,,,,4,,127,,581,500,,,,24,57,
2020,4,旭ヶ丘,六丁の目,396,225,9,6,,,,,,2,,214,,171,140,,2,,15,14,
2020,4,旭ヶ丘,荒井,287,45,2,2,,,,,,,,43,,242,194,,7,1,4,36,
2020,4,台原,泉中央,9337,4190,376,342,,,,,,16,,3798,,5147,3703,11,269,,644,520,
2020,4,台原,八乙女,2222,1102,138,121,,,,,,2,,962,,1120,784,,62,,119,155,
2020,4,台原,黒松,1403,640,100,85,,,,,,3,,537,,763,484,,13,,201,65,
2020,4,台原,旭ヶ丘,1002,389,63,55,,,,,,2,,324,,613,254,,26,2,174,157,
2020,4,台原,北仙台,2638,1113,193,190,,,,,,11,,909,,1525,1071,3,79,1,161,210,
2020,4,台原,北四番丁,5645,2489,206,194,,,,,,3,,2280,,3156,2568,9,74,1,301,203,
2020,4,台原,勾当台公園,15873,8152,870,834,,,,,,9,,7273,,7721,6451,5,115,,774,376,
2020,4,台原,広瀬通,11285,4300,454,446,,,,,,3,,3843,,6985,5999,22,231,,364,369,
2020,4,台原,仙台,20252,8042,1354,1289,,,,,,15,,6673,,12210,10507,37,484,1,501,680,
2020,4,台原,五橋,2416,1137,96,94,,,,,,2,,1039,,1279,1063,1,43,,100,72,
2020,4,台原,愛宕橋,375,145,28,26,,,,,,,,117,,230,203,,17,,6,4,
2020,4,台原,河原町,776,267,36,35,,,,,,2,,229,,509,428,,8,,34,39,
2020,4,台原,長町一丁目,941,324,32,31,,,,,,2,,290,,617,487,,9,,55,66,
2020,4,台原,長町,1980,702,70,64,,,,,,6,,626,,1278,1015,,31,,114,118,
2020,4,台原,長町南,2094,603,120,92,,,,,,6,,477,,1491,1256,1,76,,81,77,
2020,4,台原,富沢,1100,298,70,68,,,,,,2,,226,,802,693,,33,,28,48,
2020,4,台原,八木山動物公園,365,130,10,10,,,,,,,,120,,235,167,,7,,17,44,
2020,4,台原,青葉山,409,149,1,1,,,,,,,,148,,260,172,1,52,,21,14,
2020,4,台原,川内,101,38,5,5,,,,,,,,33,,63,57,,6,,,,
2020,4,台原,国際センター,111,33,3,3,,,,,,,,30,,78,52,,8,,2,16,
2020,4,台原,大町西公園,122,38,7,7,,,,,,,,31,,84,71,,1,,9,3,
2020,4,台原,青葉通一番町,474,239,31,29,,,,,,,,208,,235,206,,,,13,16,
2020,4,台原,宮城野通,478,244,26,10,,,,,,,,218,,234,187,,2,,28,17,
2020,4,台原,連坊,255,82,6,5,,,,,,5,,71,,173,147,,16,,4,6,
2020,4,台原,薬師堂,355,116,9,7,,,,,,,,107,,239,211,,6,,16,6,
2020,4,台原,卸町,671,165,39,39,,,,,,,,126,,506,472,,,,4,30,
2020,4,台原,六丁の目,590,106,6,6,,,,,,6,,94,,484,446,,29,,2,7,
2020,4,台原,荒井,374,91,10,9,,,,,,6,,75,,283,213,,3,,6,61,
2020,4,北仙台,泉中央,19214,8440,917,879,,,,,,29,,7494,,10774,8605,34,532,,720,883,
2020,4,北仙台,八乙女,5288,2328,344,313,,,,,,9,,1975,,2960,2431,18,152,,129,230,
2020,4,北仙台,黒松,3090,1254,173,163,,,,,,9,,1072,,1836,1308,5,42,1,232,248,
2020,4,北仙台,旭ヶ丘,4495,1903,195,186,,,,,,5,,1703,,2592,1967,3,65,,289,268,
2020,4,北仙台,台原,3493,1248,199,184,,,,,,9,,1040,,2245,1587,2,102,1,285,268,
2020,4,北仙台,北四番丁,3794,1945,185,177,,,,,,8,,1752,,1849,1495,,26,2,142,184,
2020,4,北仙台,勾当台公園,17626,9207,1033,976,,,,,,31,,8143,,8419,7253,5,105,1,656,399,
2020,4,北仙台,広瀬通,15612,8282,1021,985,,,,,,9,,7252,,7330,6427,21,107,,424,351,
2020,4,北仙台,仙台,16623,7455,1080,1039,,,,,,28,,6347,,9168,7640,52,391,,431,654,
2020,4,北仙台,五橋,3911,1812,218,189,,,,,,7,,1587,,2099,1832,,77,,118,72,
2020,4,北仙台,愛宕橋,960,319,30,29,,,,,,5,,284,,641,494,,10,,84,53,
2020,4,北仙台,河原町,2179,930,108,105,,,,,,1,,821,,1249,1035,3,17,,84,110,
2020,4,北仙台,長町一丁目,1834,649,76,67,,,,,,10,,563,,1185,1006,,29,,58,92,
2020,4,北仙台,長町,3091,1081,151,123,,,,,,5,,925,,2010,1668,,39,,122,181,
2020,4,北仙台,長町南,4135,1211,143,125,,,,,,11,,1057,,2924,2538,,35,,103,248,
2020,4,北仙台,富沢,2044,644,66,64,,,,,,5,,573,,1400,1248,,69,,61,22,
2020,4,北仙台,八木山動物公園,436,194,13,10,,,,,,7,,174,,242,185,,23,,19,15,
2020,4,北仙台,青葉山,655,194,13,13,,,,,,,,181,,461,348,1,81,,31,,
2020,4,北仙台,川内,129,51,4,4,,,,,,1,,46,,78,39,1,23,,,15,
2020,4,北仙台,国際センター,163,64,5,5,,,,,,1,,58,,99,70,14,8,,7,,
2020,4,北仙台,大町西公園,263,106,13,13,,,,,,,,93,,157,127,,2,,8,20,
2020,4,北仙台,青葉通一番町,174,88,31,30,,,,,,,,57,,86,58,1,7,,10,10,
2020,4,北仙台,宮城野通,496,260,28,27,,,,,,4,,228,,236,189,,,,10,37,
2020,4,北仙台,連坊,456,231,29,28,,,,,,2,,200,,225,189,7,10,,16,3,
2020,4,北仙台,薬師堂,838,326,20,20,,,,,,2,,304,,512,455,,17,,13,27,
2020,4,北仙台,卸町,919,336,52,52,,,,,,2,,282,,583,541,,12,,15,15,
2020,4,北仙台,六丁の目,1040,347,33,33,,,,,,2,,312,,693,653,,16,,8,16,
2020,4,北仙台,荒井,464,136,28,26,,,,,,7,,101,,328,254,,3,1,19,51,
2020,4,北四番丁,泉中央,25805,8931,851,802,,,,,,15,,8065,,16874,14738,12,295,2,736,1091,
2020,4,北四番丁,八乙女,9983,4890,319,310,,,,,,14,,4557,,5093,4418,,133,47,240,255,
2020,4,北四番丁,黒松,4772,1566,151,147,,,,,,5,,1410,,3206,2639,1,66,,293,207,
2020,4,北四番丁,旭ヶ丘,7118,2511,191,171,,,,,,2,,2317,1,4607,3930,6,97,,282,292,
2020,4,北四番丁,台原,5031,2242,188,176,,,,,,4,,2050,,2789,2221,8,62,,297,201,
2020,4,北四番丁,北仙台,3585,1656,168,155,,,,,,4,,1484,,1929,1595,1,18,8,139,168,
2020,4,北四番丁,勾当台公園,1862,608,65,60,,,,,,16,,527,,1254,986,3,20,1,203,41,
2020,4,北四番丁,広瀬通,4657,2152,340,328,,,,,,15,,1797,,2505,2279,5,48,,90,83,
2020,4,北四番丁,仙台,28401,12614,1574,1527,,,,,,36,,11004,,15787,14716,60,211,2,411,387,
2020,4,北四番丁,五橋,4102,1994,218,191,,,,,,2,,1774,,2108,1772,12,36,,179,109,
2020,4,北四番丁,愛宕橋,1121,485,35,32,,,,,,,,450,,636,509,1,8,,48,70,
2020,4,北四番丁,河原町,3358,1450,102,101,,,,,,6,,1342,,1908,1661,,17,,81,149,
2020,4,北四番丁,長町一丁目,3240,1316,124,121,,,,,,4,,1188,,1924,1645,,49,,127,103,
2020,4,北四番丁,長町,9264,3609,384,359,,,,,,1,,3224,,5655,4973,,59,1,352,270,
2020,4,北四番丁,長町南,7181,2281,218,200,,,,,,8,,2055,,4900,4162,4,72,,216,446,
2020,4,北四番丁,富沢,6255,1843,171,158,,,,,,9,,1663,,4412,4096,,87,12,127,90,
2020,4,北四番丁,八木山動物公園,749,296,9,9,,,,,,1,,286,,453,393,,20,,21,19,
2020,4,北四番丁,青葉山,476,210,14,14,,,,,,,,196,,266,172,,94,,,,
2020,4,北四番丁,川内,250,144,7,7,,,,,,2,,135,,106,94,,9,,,3,
2020,4,北四番丁,国際センター,128,71,2,2,,,,,,1,,68,,57,40,1,1,,8,7,
2020,4,北四番丁,大町西公園,175,94,10,8,,,,,,1,,83,,81,59,,1,,15,6,
2020,4,北四番丁,青葉通一番町,256,176,17,17,,,,,,2,,157,,80,45,,2,,11,22,
2020,4,北四番丁,宮城野通,508,287,19,19,,,,,,,,268,,221,185,,8,,11,17,
2020,4,北四番丁,連坊,776,357,15,13,,,,,,,,342,,419,364,5,13,,22,15,
2020,4,北四番丁,薬師堂,1431,670,54,54,,,,,,2,,614,,761,625,4,3,1,48,80,
2020,4,北四番丁,卸町,1267,421,55,55,,,,,,1,,365,,846,788,,12,,17,29,
2020,4,北四番丁,六丁の目,1221,381,36,35,,,,,,1,,344,,840,828,,2,,9,1,
2020,4,北四番丁,荒井,934,278,42,42,,,,,,1,,235,,656,616,,1,9,12,18,
2020,4,勾当台公園,泉中央,47396,16706,1228,1106,,,,,,115,,15363,,30690,27786,2,331,1,1577,993,
2020,4,勾当台公園,八乙女,16826,5256,444,431,,,,,,29,,4783,,11570,10811,,76,1,439,243,
2020,4,勾当台公園,黒松,9871,3071,243,238,,,,,,22,,2806,,6800,5920,,73,,620,187,
2020,4,勾当台公園,旭ヶ丘,15430,5130,426,406,,,,,,14,,4690,,10300,8766,10,86,,913,525,
2020,4,勾当台公園,台原,15450,7336,736,714,,,,,,9,,6591,,8114,6576,8,141,,957,432,
2020,4,勾当台公園,北仙台,18724,8977,1128,1087,,,,,,32,,7817,,9747,8286,11,117,1,832,500,
2020,4,勾当台公園,北四番丁,1930,711,99,91,,,,,,11,,601,,1219,896,3,24,2,237,57,
2020,4,勾当台公園,広瀬通,1197,288,37,33,,,,,,12,,239,,909,738,,10,,80,81,
2020,4,勾当台公園,仙台,32256,14649,1657,1572,,,,,,66,,12926,,17607,16253,10,86,7,651,600,
2020,4,勾当台公園,五橋,6583,3222,344,328,,,,,,16,,2862,,3361,2927,3,31,2,279,119,
2020,4,勾当台公園,愛宕橋,2886,1132,171,158,,,,,,2,,959,,1754,1459,1,19,,235,40,
2020,4,勾当台公園,河原町,7841,3047,248,241,,,,,,2,,2797,,4794,4373,,23,,279,119,
2020,4,勾当台公園,長町一丁目,6735,2156,188,182,,,,,,4,,1964,,4579,4194,,36,,246,103,
2020,4,勾当台公園,長町,19587,7115,486,456,,,,,,26,,6603,,12472,11155,,70,6,859,382,
2020,4,勾当台公園,長町南,20174,7283,531,519,,,,,,31,,6721,,12891,11530,,97,,844,420,
2020,4,勾当台公園,富沢,15121,3898,261,244,,,,,,15,,3622,,11223,10773,,60,3,194,193,
2020,4,勾当台公園,八木山動物公園,1414,456,19,19,,,,,,9,,428,,958,843,,1,,64,50,
2020,4,勾当台公園,青葉山,157,101,8,8,,,,,,3,,90,,56,9,9,20,,4,14,
2020,4,勾当台公園,川内,931,233,19,19,,,,,,2,,212,,698,686,1,3,,6,2,
2020,4,勾当台公園,国際センター,176,66,1,1,,,,,,2,,63,,110,103,,2,,5,,
2020,4,勾当台公園,大町西公園,197,131,11,11,,,,,,1,,119,,66,32,,1,,27,6,
2020,4,勾当台公園,青葉通一番町,123,60,10,10,,,,,,2,,48,,63,24,,4,1,19,15,
2020,4,勾当台公園,宮城野通,593,355,56,56,,,,,,4,,295,,238,168,,1,,32,37,
2020,4,勾当台公園,連坊,2441,1043,26,25,,,,,,3,,1014,,1398,1214,2,8,,75,99,
2020,4,勾当台公園,薬師堂,3213,1420,89,85,,,,,,1,,1330,,1793,1595,,10,,109,79,
2020,4,勾当台公園,卸町,2040,879,85,84,,,,,,7,,787,,1161,1033,,14,,68,46,
2020,4,勾当台公園,六丁の目,1764,494,21,20,,,,,,3,,470,,1270,1234,,,,24,12,
2020,4,勾当台公園,荒井,2397,648,29,28,,,,,,21,,598,,1749,1679,,3,2,37,28,
2020,4,広瀬通,泉中央,35060,14250,1119,1039,,,,,,42,,13089,,20810,18808,12,611,,851,528,
2020,4,広瀬通,八乙女,11586,4433,343,312,,,,,,20,,4070,,7153,6571,3,178,,236,165,
2020,4,広瀬通,黒松,8187,3170,313,292,,,,,,14,,2843,,5017,4358,,104,,356,199,
2020,4,広瀬通,旭ヶ丘,11123,4386,394,373,,,,,,4,,3988,,6737,5905,2,130,,464,236,
2020,4,広瀬通,台原,8569,3005,353,345,,,,,,2,,2650,,5564,4798,27,187,,274,278,
2020,4,広瀬通,北仙台,13139,6320,940,906,,,,,,10,,5370,,6819,6068,12,97,,367,275,
2020,4,広瀬通,北四番丁,3469,1636,272,261,,,,,,5,,1359,,1833,1628,3,35,,89,78,
2020,4,広瀬通,勾当台公園,857,223,34,33,,,,,,12,,177,,634,470,,13,1,77,73,
2020,4,広瀬通,仙台,2843,1387,325,310,,,,,,11,,1051,,1456,1225,9,76,,45,101,
2020,4,広瀬通,五橋,2411,1364,239,233,,,,,,11,,1114,,1047,924,,33,,51,39,
2020,4,広瀬通,愛宕橋,2029,1030,135,123,,,,,,2,,893,,999,841,,43,,50,65,
2020,4,広瀬通,河原町,5701,2806,338,334,,,,,,,,2468,,2895,2644,9,35,,156,51,
2020,4,広瀬通,長町一丁目,4763,2088,204,202,,,,,,3,,1881,,2675,2490,,43,,70,72,
2020,4,広瀬通,長町,9858,4019,397,358,,,,,,14,,3608,,5839,5019,30,237,,280,273,
2020,4,広瀬通,長町南,12858,5114,511,491,,,,,,6,,4597,,7744,7041,10,72,,358,263,
2020,4,広瀬通,富沢,11320,3979,296,276,,,,,,3,,3680,,7341,7098,,76,,97,70,
2020,4,広瀬通,八木山動物公園,126,44,9,9,,,,,,2,,33,,82,52,,9,,18,3,
2020,4,広瀬通,青葉山,23,19,7,7,,,,,,1,,11,,4,1,,1,,2,,
2020,4,広瀬通,川内,19,15,6,6,,,,,,1,,8,,4,3,,,,,1,
2020,4,広瀬通,国際センター,19,14,3,3,,,,,,1,,10,,5,2,,2,,1,,
2020,4,広瀬通,大町西公園,29,23,5,5,,,,,,,,18,,6,2,,,,4,,
2020,4,広瀬通,青葉通一番町,5,4,2,1,,,,,,,,2,,1,1,,,,,,
2020,4,広瀬通,宮城野通,73,57,13,12,,,,,,,,44,,16,15,,,,1,,
2020,4,広瀬通,連坊,340,166,16,16,,,,,,1,,149,,174,165,,,,6,3,
2020,4,広瀬通,薬師堂,633,323,39,38,,,,,,1,,283,,310,296,,,,5,9,
2020,4,広瀬通,卸町,496,260,40,40,,,,,,,,220,,236,219,1,7,,4,5,
2020,4,広瀬通,六丁の目,250,139,8,8,,,,,,,,131,,111,97,,2,,3,9,
2020,4,広瀬通,荒井,214,126,11,9,,,,,,,,115,,88,83,,,,1,4,
2020,4,仙台,泉中央,90848,35375,4825,4543,,,,,,168,,30382,,55473,49035,164,2230,6,1826,2212,
2020,4,仙台,八乙女,30929,10783,1514,1459,,,,,,44,,9225,,20146,18239,71,773,1,605,457,
2020,4,仙台,黒松,18798,6955,818,785,,,,,,37,,6100,,11843,10107,31,475,,644,586,
2020,4,仙台,旭ヶ丘,26008,9317,1207,1159,,,,,,20,,8090,,16691,14251,18,407,,943,1072,
2020,4,仙台,台原,20117,7750,1280,1213,,,,,,27,,6443,,12367,10704,41,443,2,535,642,
2020,4,仙台,北仙台,16659,6880,1015,980,,,,,,35,,5830,,9779,8138,51,434,2,512,642,
2020,4,仙台,北四番丁,28709,13496,1709,1659,,,,,,21,,11766,,15213,14236,74,199,16,436,252,
2020,4,仙台,勾当台公園,34790,18361,1950,1864,,,,,,82,,16329,,16429,14998,13,103,7,719,589,
2020,4,仙台,広瀬通,3179,1759,406,393,,,,,,14,,1339,,1420,1123,12,95,1,53,136,
2020,4,仙台,五橋,11290,5876,840,799,,,,,,18,,5018,,5414,4116,30,191,1,567,509,
2020,4,仙台,愛宕橋,9831,4591,832,789,,,,,,17,,3741,1,5240,4154,26,133,,635,292,
2020,4,仙台,河原町,28904,11608,1670,1611,,,,,,44,,9894,,17296,15252,56,252,,1083,653,
2020,4,仙台,長町一丁目,19230,7242,972,883,,,,,,14,,6256,,11988,10592,15,194,,719,468,
2020,4,仙台,長町,22528,8162,1184,1088,,,,,,48,,6930,,14366,10635,11,358,3,1843,1516,
2020,4,仙台,長町南,48795,19260,2749,2559,,,,,,93,,16418,,29535,25327,38,482,1,1945,1742,
2020,4,仙台,富沢,34135,10741,1236,1170,,,,,,46,,9459,,23394,21927,16,551,8,477,415,
2020,4,仙台,八木山動物公園,16059,7053,1030,958,,,,,,60,,5963,,9006,6223,9,1433,3,716,622,
2020,4,仙台,青葉山,7195,3291,306,306,,,,,,15,,2970,,3904,2434,146,1125,,150,49,
2020,4,仙台,川内,7996,4294,458,451,,,,,,29,,3807,,3702,2994,119,375,2,129,83,
2020,4,仙台,国際センター,4684,2713,398,391,,,,,,21,,2294,,1971,1243,409,239,,52,28,
2020,4,仙台,大町西公園,7137,4356,482,470,,,,,,17,,3857,,2781,2045,21,236,2,344,133,
