年月日,乗車駅,降車駅,総計,定期以外計,普通券計,普通券大人,普通券小人,乗継計,乗継大人,乗継小人,地下売,バス売,一日券,プリペイド,ICSF,定期以外その他,定期計,通勤,通学,学都,公用,敬老,ふれあい,定期その他
2022-04-01,泉中央,国際センター,3409,802,111,103,8,0,0,0,0,0,47,0,644,0,2607,129,281,2164,0,24,9,0
2022-04-01,泉中央,大町西公園,1719,1026,163,143,20,0,0,0,0,0,72,0,791,0,693,441,1,123,0,109,19,0
2022-04-01,泉中央,青葉通一番町,2111,911,94,87,7,0,0,0,0,0,37,0,780,0,1200,810,2,78,0,257,53,0
2022-04-01,泉中央,宮城野通,1664,681,61,57,4,0,0,0,0,0,22,0,598,0,983,726,1,61,0,73,122,0
2022-04-01,泉中央,連坊,3846,872,102,93,9,0,0,0,0,0,36,0,734,0,2974,578,233,2030,0,82,51,0
2022-04-01,泉中央,薬師堂,5089,1499,171,160,11,0,0,0,0,0,45,0,1283,0,3590,1338,157,1888,0,115,92,0
2022-04-01,泉中央,卸町,3408,1272,142,130,12,0,0,0,0,0,57,0,1073,0,2136,1397,25,452,0,124,138,0
2022-04-01,泉中央,六丁の目,2600,922,91,78,13,0,0,0,0,0,34,0,797,0,1678,930,14,685,0,14,35,0
2022-04-01,泉中央,荒井,2008,807,92,87,5,0,0,0,0,0,59,0,656,0,1201,821,0,224,0,98,58,0
2022-04-01,八乙女,泉中央,18768,9299,1360,1229,131,0,0,0,0,0,124,0,7814,1,9469,4530,252,944,2,2278,1463,0
2022-04-01,八乙女,黒松,2189,961,164,138,26,0,0,0,0,0,36,0,761,0,1228,475,45,152,0,376,180,0
2022-04-01,八乙女,旭ヶ丘,3434,1430,213,167,46,0,0,0,0,0,20,0,1197,0,2004,933,19,223,0,490,339,0
2022-04-01,八乙女,台原,3314,1515,228,200,28,0,0,0,0,0,13,0,1274,0,1799,747,8,501,0,271,272,0
2022-04-01,八乙女,北仙台,7388,3121,508,452,56,0,0,0,0,0,38,0,2575,0,4267,2570,271,886,0,294,246,0
2022-04-01,八乙女,北四番丁,12992,6364,582,546,36,0,0,0,0,0,38,0,5744,0,6628,5361,2,527,3,430,305,0
2022-04-01,八乙女,勾当台公園,21576,8866,1007,944,63,0,0,0,0,0,150,0,7708,1,12710,10876,25,434,0,1118,257,0
2022-04-01,八乙女,広瀬通,18878,8381,830,780,50,0,0,0,0,0,104,0,7447,0,10497,9092,11,398,0,629,367,0
2022-04-01,八乙女,仙台,51930,24532,3925,3652,273,0,0,0,0,0,348,0,20258,1,27398,19622,614,4698,5,1629,830,0
2022-04-01,八乙女,五橋,5054,1968,209,193,16,0,0,0,0,0,24,0,1735,0,3086,2274,5,588,0,199,20,0
2022-04-01,八乙女,愛宕橋,840,373,111,109,2,0,0,0,0,0,14,0,248,0,467,251,2,122,0,55,37,0
2022-04-01,八乙女,河原町,1583,504,85,77,8,0,0,0,0,0,17,0,402,0,1079,674,0,325,0,65,15,0
2022-04-01,八乙女,長町一丁目,1052,437,63,51,12,0,0,0,0,0,20,0,354,0,615,372,0,165,0,38,40,0
2022-04-01,八乙女,長町,4771,1584,172,155,17,0,0,0,0,0,68,0,1344,0,3187,1950,63,837,0,179,158,0
2022-04-01,八乙女,長町南,3451,1030,155,142,13,0,0,0,0,0,63,0,812,0,2421,1622,12,494,0,152,141,0
2022-04-01,八乙女,富沢,2068,604,75,70,5,0,0,0,0,0,29,0,500,0,1464,1061,0,324,0,57,22,0
2022-04-01,八乙女,八木山動物公園,781,329,47,36,11,0,0,0,0,0,55,0,227,0,452,126,2,261,0,56,7,0
2022-04-01,八乙女,青葉山,787,217,5,5,0,0,0,0,0,0,5,0,207,0,570,202,0,332,0,4,32,0
2022-04-01,八乙女,川内,430,127,16,12,4,0,0,0,0,0,5,0,106,0,303,144,0,143,0,15,1,0
2022-04-01,八乙女,国際センター,596,129,27,24,3,0,0,0,0,0,17,0,85,0,467,26,0,433,0,5,3,0
2022-04-01,八乙女,大町西公園,602,306,40,36,4,0,0,0,0,0,24,0,242,0,296,221,0,27,0,32,16,0
2022-04-01,八乙女,青葉通一番町,845,404,33,29,4,0,0,0,0,0,17,0,354,0,441,357,0,6,0,57,21,0
2022-04-01,八乙女,宮城野通,753,391,31,27,4,0,0,0,0,0,8,0,352,0,362,294,0,8,0,10,50,0
2022-04-01,八乙女,連坊,816,208,15,15,0,0,0,0,0,0,9,0,184,0,608,201,20,369,0,16,2,0
2022-04-01,八乙女,薬師堂,1216,262,25,23,2,0,0,0,0,0,11,0,226,0,954,543,24,336,0,39,12,0
2022-04-01,八乙女,卸町,1356,434,43,40,3,0,0,0,0,0,10,0,381,0,922,771,0,57,0,22,72,0
2022-04-01,八乙女,六丁の目,819,197,24,21,3,0,0,0,0,0,11,0,162,0,622,374,1,226,0,8,13,0
2022-04-01,八乙女,荒井,613,213,11,11,0,0,0,0,0,0,11,0,191,0,400,327,0,40,0,21,12,0
2022-04-01,黒松,泉中央,12895,6484,976,847,129,0,0,0,0,0,97,0,5411,0,6411,2756,298,854,0,1805,698,0
2022-04-01,黒松,八乙女,2788,976,215,183,32,0,0,0,0,0,59,0,702,0,1812,966,47,160,0,449,190,0
2022-04-01,黒松,旭ヶ丘,2106,485,89,70,19,0,0,0,0,0,9,0,387,0,1621,594,0,59,0,693,275,0
2022-04-01,黒松,台原,2369,749,96,88,8,0,0,0,0,0,24,0,629,0,1620,695,0,128,0,592,205,0
2022-04-01,黒松,北仙台,4219,1572,195,185,10,0,0,0,0,0,35,0,1342,0,2647,1285,148,438,0,520,256,0
2022-04-01,黒松,北四番丁,6089,2332,151,127,24,0,0,0,0,0,17,0,2164,0,3757,2791,2,287,0,355,322,0
2022-04-01,黒松,勾当台公園,12730,5424,609,567,42,0,0,0,0,0,59,0,4756,0,7306,5923,6,155,0,950,272,0
2022-04-01,黒松,広瀬通,12388,5454,643,618,25,0,0,0,0,0,39,0,4772,0,6934,5579,24,251,0,873,207,0
2022-04-01,黒松,仙台,28293,13357,2024,1895,129,0,0,0,0,0,106,0,11227,0,14936,11036,216,1707,0,1194,783,0
2022-04-01,黒松,五橋,2200,935,80,76,4,0,0,0,0,0,21,0,834,0,1265,792,0,310,0,76,87,0
2022-04-01,黒松,愛宕橋,432,156,37,34,3,0,0,0,0,0,4,0,115,0,276,178,0,75,0,21,2,0
2022-04-01,黒松,河原町,563,161,22,20,2,0,0,0,0,0,3,0,136,0,402,284,0,23,0,31,64,0
2022-04-01,黒松,長町一丁目,600,156,12,8,4,0,0,0,0,0,12,0,132,0,444,351,0,20,0,35,38,0
2022-04-01,黒松,長町,1524,635,65,58,7,0,0,0,0,0,30,0,540,0,889,603,1,64,0,142,79,0
2022-04-01,黒松,長町南,1700,637,67,45,22,0,0,0,0,0,50,0,520,0,1063,769,29,103,0,112,50,0
2022-04-01,黒松,富沢,552,202,10,8,2,0,0,0,0,0,12,0,180,0,350,277,0,25,0,26,22,0
2022-04-01,黒松,八木山動物公園,338,136,15,15,0,0,0,0,0,0,28,0,93,0,202,95,0,97,0,9,1,0
2022-04-01,黒松,青葉山,811,228,4,4,0,0,0,0,0,0,4,0,220,0,583,297,0,275,0,11,0,0
2022-04-01,黒松,川内,244,80,7,7,0,0,0,0,0,0,5,0,68,0,164,22,0,130,0,12,0,0
2022-04-01,黒松,国際センター,378,63,5,5,0,0,0,0,0,0,3,0,55,0,315,1,17,292,0,4,1,0
2022-04-01,黒松,大町西公園,322,191,18,17,1,0,0,0,0,0,10,0,163,0,131,78,0,6,0,33,14,0
2022-04-01,黒松,青葉通一番町,192,43,8,8,0,0,0,0,0,0,0,0,35,0,149,74,0,3,0,65,7,0
2022-04-01,黒松,宮城野通,119,40,3,1,2,0,0,0,0,0,0,0,37,0,79,35,0,4,0,4,36,0
2022-04-01,黒松,連坊,460,93,10,10,0,0,0,0,0,0,1,0,82,0,367,153,16,182,0,15,1,0
2022-04-01,黒松,薬師堂,353,174,8,8,0,0,0,0,0,0,8,0,158,0,179,56,0,90,0,12,21,0
2022-04-01,黒松,卸町,524,202,75,38,37,0,0,0,0,0,9,0,118,0,322,292,0,1,0,11,18,0
2022-04-01,黒松,六丁の目,406,117,11,11,0,0,0,0,0,0,2,0,104,0,289,204,0,41,0,13,31,0
2022-04-01,黒松,荒井,322,131,23,23,0,0,0,0,0,0,14,0,94,0,191,144,0,12,0,13,22,0
2022-04-01,旭ヶ丘,泉中央,17226,7644,1106,910,196,0,0,0,0,0,117,0,6421,0,9582,4375,190,1312,0,2508,1197,0
2022-04-01,旭ヶ丘,八乙女,3239,1304,184,164,20,0,0,0,0,0,17,0,1103,0,1935,954,16,204,0,436,325,0
2022-04-01,旭ヶ丘,黒松,1518,375,57,47,10,0,0,0,0,0,17,0,301,0,1143,302,0,41,0,624,176,0
2022-04-01,旭ヶ丘,台原,2081,912,202,139,63,0,0,0,0,0,10,0,700,0,1169,281,6,112,0,567,203,0
2022-04-01,旭ヶ丘,北仙台,6905,3219,375,317,58,0,0,0,0,0,33,0,2811,0,3686,1559,234,697,0,698,498,0
2022-04-01,旭ヶ丘,北四番丁,9748,3763,328,289,39,0,0,0,0,0,21,0,3414,0,5985,4489,0,342,53,625,476,0
2022-04-01,旭ヶ丘,勾当台公園,21922,9345,1077,977,100,0,0,0,0,0,49,0,8219,0,12577,9506,2,295,1,2192,581,0
2022-04-01,旭ヶ丘,広瀬通,19164,9065,919,829,90,0,0,0,0,0,36,0,8110,0,10099,7739,12,494,1,1320,533,0
2022-04-01,旭ヶ丘,仙台,43029,20046,3073,2794,279,0,0,0,0,0,129,0,16844,0,22983,16552,191,2163,9,2501,1567,0
2022-04-01,旭ヶ丘,五橋,3699,1281,174,149,25,0,0,0,0,0,14,0,1093,0,2418,1579,1,451,0,185,202,0
2022-04-01,旭ヶ丘,愛宕橋,629,232,37,28,9,0,0,0,0,0,7,0,188,0,397,206,0,87,0,67,37,0
2022-04-01,旭ヶ丘,河原町,953,458,37,33,4,0,0,0,0,0,7,0,414,0,495,293,0,41,0,97,64,0
2022-04-01,旭ヶ丘,長町一丁目,1506,490,32,22,10,0,0,0,0,0,19,0,439,0,1016,565,0,258,0,95,98,0
2022-04-01,旭ヶ丘,長町,3481,1278,136,115,21,0,0,0,0,0,37,0,1105,0,2203,1460,8,153,0,315,267,0
2022-04-01,旭ヶ丘,長町南,3241,1226,111,81,30,0,0,0,0,0,44,0,1071,0,2015,1283,1,185,4,344,198,0
2022-04-01,旭ヶ丘,富沢,1542,453,60,54,6,0,0,0,0,0,23,0,370,0,1089,836,0,110,4,80,59,0
2022-04-01,旭ヶ丘,八木山動物公園,795,296,52,32,20,0,0,0,0,0,21,0,223,0,499,253,0,155,7,71,13,0
2022-04-01,旭ヶ丘,青葉山,715,199,10,10,0,0,0,0,0,0,2,0,187,0,516,183,0,332,0,1,0,0
2022-04-01,旭ヶ丘,川内,428,117,7,5,2,0,0,0,0,0,6,0,104,0,311,181,0,111,0,19,0,0
2022-04-01,旭ヶ丘,国際センター,386,115,9,8,1,0,0,0,0,0,7,0,99,0,271,52,12,172,0,31,4,0
2022-04-01,旭ヶ丘,大町西公園,392,247,42,30,12,0,0,0,0,0,18,0,187,0,145,97,0,16,0,22,10,0
2022-04-01,旭ヶ丘,青葉通一番町,936,391,30,26,4,0,0,0,0,0,9,0,352,0,545,275,0,6,0,187,77,0
2022-04-01,旭ヶ丘,宮城野通,889,396,24,21,3,0,0,0,0,0,3,0,369,0,493,396,0,7,0,45,45,0
2022-04-01,旭ヶ丘,連坊,557,156,12,11,1,0,0,0,0,0,4,0,140,0,401,217,16,123,0,27,18,0
2022-04-01,旭ヶ丘,薬師堂,564,245,28,24,4,0,0,0,0,0,3,0,214,0,319,130,0,97,0,69,23,0
2022-04-01,旭ヶ丘,卸町,1058,400,41,32,9,0,0,0,0,0,15,0,344,0,658,538,0,27,0,45,48,0
2022-04-01,旭ヶ丘,六丁の目,748,268,52,52,0,0,0,0,0,0,18,0,198,0,480,353,0,42,0,22,63,0
2022-04-01,旭ヶ丘,荒井,464,148,4,4,0,0,0,0,0,0,8,0,136,0,316,179,0,16,0,43,78,0
2022-04-01,台原,泉中央,16601,7869,1071,944,127,0,0,0,0,0,48,0,6750,0,8732,3807,268,2531,0,1251,875,0
2022-04-01,台原,八乙女,3349,1582,240,216,24,0,0,0,0,0,15,0,1327,0,1767,773,1,474,0,228,291,0
2022-04-01,台原,黒松,1997,759,123,116,7,0,0,0,0,0,3,0,633,0,1238,526,0,124,0,453,135,0
2022-04-01,台原,旭ヶ丘,1738,765,152,87,65,0,0,0,0,0,10,0,603,0,973,290,5,75,0,392,211,0
2022-04-01,台原,北仙台,4537,1749,244,194,50,0,0,0,0,0,15,0,1490,0,2788,1191,46,796,0,445,310,0
2022-04-01,台原,北四番丁,8387,4143,304,247,57,0,0,0,0,0,23,0,3816,0,4244,3145,14,392,0,409,284,0
2022-04-01,台原,勾当台公園,22379,12717,1453,1382,71,0,0,0,0,0,48,0,11216,0,9662,6989,47,267,0,1729,630,0
2022-04-01,台原,広瀬通,16208,7408,876,839,37,0,0,0,0,0,29,0,6503,0,8800,7004,3,587,0,761,445,0
2022-04-01,台原,仙台,35468,16917,2731,2533,198,0,0,0,0,0,69,0,14117,0,18551,13747,194,2040,0,1421,1149,0
2022-04-01,台原,五橋,3764,1737,208,192,16,0,0,0,0,0,5,0,1524,0,2027,1169,27,529,0,199,103,0
2022-04-01,台原,愛宕橋,679,229,45,42,3,0,0,0,0,0,3,0,181,0,450,314,0,58,0,45,33,0
2022-04-01,台原,河原町,1176,439,60,54,6,0,0,0,0,0,3,0,376,0,737,523,0,94,0,63,57,0
2022-04-01,台原,長町一丁目,1045,336,42,40,2,0,0,0,0,0,4,0,290,0,709,338,0,230,0,54,87,0
2022-04-01,台原,長町,3526,1386,217,167,50,0,0,0,0,0,25,0,1144,0,2140,1350,3,287,0,254,246,0
2022-04-01,台原,長町南,3360,1171,149,92,57,0,0,0,0,0,19,0,1003,0,2189,1118,36,651,0,190,194,0
2022-04-01,台原,富沢,1873,505,64,57,7,0,0,0,0,0,18,0,423,0,1368,750,0,405,0,63,150,0
2022-04-01,台原,八木山動物公園,774,316,50,40,10,0,0,0,0,0,29,0,237,0,458,130,15,213,0,50,50,0
2022-04-01,台原,青葉山,777,207,8,5,3,0,0,0,0,0,3,0,196,0,570,218,0,287,0,28,37,0
2022-04-01,台原,川内,267,78,9,9,0,0,0,0,0,0,4,0,65,0,189,83,12,83,0,7,4,0
2022-04-01,台原,国際センター,468,123,9,9,0,0,0,0,0,0,4,0,110,0,345,63,0,259,0,10,13,0
2022-04-01,台原,大町西公園,335,230,43,38,5,0,0,0,0,0,5,0,182,0,105,36,0,15,0,39,15,0
2022-04-01,台原,青葉通一番町,711,374,14,12,2,0,0,0,0,0,3,0,357,0,337,219,0,11,0,68,39,0
2022-04-01,台原,宮城野通,686,266,27,13,14,0,0,0,0,0,8,0,231,0,420,314,0,0,0,35,71,0
2022-04-01,台原,連坊,483,113,13,11,2,0,0,0,0,0,2,0,98,0,370,218,14,89,0,15,34,0
2022-04-01,台原,薬師堂,742,306,33,31,2,0,0,0,0,0,2,0,271,0,436,270,27,73,0,23,43,0
2022-04-01,台原,卸町,785,258,44,42,2,0,0,0,0,0,7,0,207,0,527,469,0,12,0,27,19,0
2022-04-01,台原,六丁の目,760,238,31,31,0,0,0,0,0,0,13,0,194,0,522,452,0,49,0,8,13,0
2022-04-01,台原,荒井,427,166,22,21,1,0,0,0,0,0,9,0,135,0,261,146,0,25,0,14,76,0
2022-04-01,北仙台,泉中央,35306,16681,1999,1841,158,0,0,0,0,0,104,0,14578,0,18625,8941,1753,5284,1,1581,1065,0
2022-04-01,北仙台,八乙女,7710,3375,482,438,44,0,0,0,0,0,21,0,2872,0,4335,2645,266,915,0,297,212,0
2022-04-01,北仙台,黒松,4433,1618,207,193,14,0,0,0,0,0,23,0,1388,0,2815,1466,159,342,0,540,308,0
2022-04-01,北仙台,旭ヶ丘,6923,3225,375,317,58,0,0,0,0,0,27,0,2823,0,3698,1804,215,494,0,662,523,0
2022-04-01,北仙台,台原,4949,1814,255,202,53,0,0,0,0,0,20,0,1539,0,3135,1514,48,704,0,498,371,0
2022-04-01,北仙台,北四番丁,5804,3362,302,282,20,0,0,0,0,0,16,0,3044,0,2442,1798,6,135,0,264,239,0
2022-04-01,北仙台,勾当台公園,24755,14065,1700,1630,70,0,0,0,0,0,72,0,12293,0,10690,8455,54,252,0,1397,532,0
2022-04-01,北仙台,広瀬通,22229,12769,1643,1589,54,0,0,0,0,0,37,0,11088,1,9460,7865,51,358,0,769,417,0
2022-04-01,北仙台,仙台,32999,17497,2677,2543,134,0,0,0,0,0,127,0,14693,0,15502,10992,209,1879,1,1190,1231,0
2022-04-01,北仙台,五橋,6184,3089,270,257,13,0,0,0,0,0,10,0,2809,0,3095,2172,13,488,0,305,117,0
2022-04-01,北仙台,愛宕橋,1552,510,54,54,0,0,0,0,0,0,12,0,444,0,1042,682,10,151,0,131,68,0
2022-04-01,北仙台,河原町,2582,1222,123,116,7,0,0,0,0,0,4,0,1095,0,1360,964,40,88,0,142,126,0
2022-04-01,北仙台,長町一丁目,2793,932,126,123,3,0,0,0,0,0,32,0,774,0,1861,1125,79,417,0,110,130,0
2022-04-01,北仙台,長町,5068,2139,272,248,24,0,0,0,0,0,28,0,1839,0,2929,1919,3,379,0,329,299,0
2022-04-01,北仙台,長町南,6406,2345,287,254,33,0,0,0,0,0,49,0,2009,0,4061,2714,58,638,0,328,323,0
2022-04-01,北仙台,富沢,3376,1174,134,125,9,0,0,0,0,0,39,0,1001,0,2202,1567,31,443,0,115,46,0
2022-04-01,北仙台,八木山動物公園,840,451,56,40,16,0,0,0,0,0,23,0,372,0,389,183,0,149,0,34,23,0
2022-04-01,北仙台,青葉山,1923,571,41,36,5,0,0,0,0,0,2,0,528,0,1352,373,0,909,0,34,36,0
2022-04-01,北仙台,川内,595,306,24,24,0,0,0,0,0,0,6,0,276,0,289,39,53,189,0,5,3,0
2022-04-01,北仙台,国際センター,440,212,23,22,1,0,0,0,0,0,5,0,184,0,228,70,89,52,0,15,2,0
2022-04-01,北仙台,大町西公園,631,361,44,39,5,0,0,0,0,0,7,0,310,0,270,191,2,28,0,31,18,0
2022-04-01,北仙台,青葉通一番町,382,141,22,21,1,0,0,0,0,0,8,0,111,0,241,170,2,16,0,43,10,0
2022-04-01,北仙台,宮城野通,459,241,20,20,0,0,0,0,0,0,1,0,220,0,218,154,0,17,0,15,32,0
2022-04-01,北仙台,連坊,987,353,20,16,4,0,0,0,0,0,2,0,331,0,634,153,177,234,0,40,30,0
2022-04-01,北仙台,薬師堂,1161,480,36,34,2,0,0,0,0,0,5,0,439,0,681,302,16,232,0,68,63,0
2022-04-01,北仙台,卸町,1235,490,68,58,10,0,0,0,0,0,12,0,410,0,745,650,0,8,0,45,42,0
2022-04-01,北仙台,六丁の目,1363,644,85,84,1,0,0,0,0,0,12,0,547,0,719,569,0,62,0,12,76,0
2022-04-01,北仙台,荒井,940,365,22,19,3,0,0,0,0,0,17,0,326,0,575,449,0,40,0,36,50,0
2022-04-01,北四番丁,泉中央,34834,13756,1138,1031,107,0,0,0,0,0,118,0,12500,0,21078,14882,245,2968,2,1587,1394,0
2022-04-01,北四番丁,八乙女,11877,6097,550,491,59,0,0,0,0,0,34,0,5513,0,5780,4526,8,529,2,406,309,0
2022-04-01,北四番丁,黒松,5604,2189,181,166,15,0,0,0,0,0,21,0,1987,0,3415,2545,6,256,0,322,286,0
2022-04-01,北四番丁,旭ヶ丘,8825,3506,333,288,45,0,0,0,0,0,17,0,3156,0,5319,3762,2,368,60,642,485,0
2022-04-01,北四番丁,台原,7446,3586,241,196,45,0,0,0,0,0,11,0,3334,0,3860,2731,19,389,0,412,309,0
2022-04-01,北四番丁,北仙台,5487,2984,297,276,21,0,0,0,0,0,20,0,2667,0,2503,1914,11,178,0,179,221,0
2022-04-01,北四番丁,勾当台公園,3595,1661,253,238,15,0,0,0,0,0,42,0,1366,0,1934,1261,17,69,0,498,89,0
2022-04-01,北四番丁,広瀬通,7708,4282,562,525,37,0,0,0,0,0,37,0,3683,0,3426,2831,60,195,0,183,157,0
2022-04-01,北四番丁,仙台,49971,27005,3567,3334,233,0,0,0,0,0,145,0,23293,0,22966,19278,972,1152,5,764,795,0
2022-04-01,北四番丁,五橋,6465,3420,364,308,56,0,0,0,0,0,15,0,3041,0,3045,1995,215,362,0,333,140,0
2022-04-01,北四番丁,愛宕橋,1667,919,48,46,2,0,0,0,0,0,4,0,867,0,748,542,21,27,0,98,60,0
2022-04-01,北四番丁,河原町,4339,2177,131,122,9,0,0,0,0,0,7,0,2039,0,2162,1706,32,64,0,132,228,0
2022-04-01,北四番丁,長町一丁目,4079,1656,131,105,26,0,0,0,0,0,4,0,1521,0,2423,1723,0,352,0,222,126,0
2022-04-01,北四番丁,長町,12989,5935,565,501,64,0,0,0,0,0,19,0,5351,0,7054,5293,104,549,0,745,363,0
2022-04-01,北四番丁,長町南,9507,3779,338,282,56,0,0,0,0,0,35,0,3406,0,5728,4393,10,359,0,442,524,0
2022-04-01,北四番丁,富沢,7752,2508,175,157,18,0,0,0,0,0,28,0,2305,0,5244,4548,0,336,8,213,139,0
2022-04-01,北四番丁,八木山動物公園,1335,611,65,42,23,0,0,0,0,0,25,0,521,0,724,527,0,40,1,91,65,0
2022-04-01,北四番丁,青葉山,1453,555,36,30,6,0,0,0,0,0,2,0,517,0,898,344,2,490,0,22,40,0
2022-04-01,北四番丁,川内,1253,721,66,64,2,0,0,0,0,0,6,0,649,0,532,134,68,312,0,3,15,0
2022-04-01,北四番丁,国際センター,751,524,47,46,1,0,0,0,0,0,8,0,469,0,227,63,114,31,9,6,4,0
2022-04-01,北四番丁,大町西公園,428,306,37,35,2,0,0,0,0,0,4,0,265,0,122,45,0,12,0,34,31,0
2022-04-01,北四番丁,青葉通一番町,370,243,19,17,2,0,0,0,0,0,8,0,216,0,127,58,3,15,0,15,36,0
2022-04-01,北四番丁,宮城野通,720,460,43,41,2,0,0,0,0,0,3,0,414,0,260,204,0,7,0,30,19,0
2022-04-01,北四番丁,連坊,1295,608,81,81,0,0,0,0,0,0,1,0,526,0,687,360,199,37,0,63,28,0
2022-04-01,北四番丁,薬師堂,2046,879,45,45,0,0,0,0,0,0,6,0,828,0,1167,860,115,33,0,84,75,0
2022-04-01,北四番丁,卸町,1667,657,43,43,0,0,0,0,0,0,12,0,602,0,1010,885,0,39,0,61,25,0
2022-04-01,北四番丁,六丁の目,1346,568,62,60,2,0,0,0,0,0,4,0,502,0,778,659,0,73,0,12,34,0
2022-04-01,北四番丁,荒井,1153,348,29,29,0,0,0,0,0,0,13,0,306,0,805,703,0,25,1,37,39,0
2022-04-01,勾当台公園,泉中央,61122,26918,2762,2523,239,0,0,0,0,0,487,0,23668,1,34204,27487,106,964,0,4304,1343,0
2022-04-01,勾当台公園,八乙女,20035,7900,867,804,63,0,0,0,0,0,133,0,6900,0,12135,10535,10,224,0,1169,197,0
2022-04-01,勾当台公園,黒松,13603,5592,646,571,75,0,0,0,0,0,80,0,4866,0,8011,6301,5,173,0,1173,359,0
2022-04-01,勾当台公園,旭ヶ丘,20701,8529,884,784,100,0,0,0,0,0,78,0,7567,0,12172,9064,10,259,1,2225,613,0
2022-04-01,勾当台公園,台原,21586,11478,1172,1084,88,0,0,0,0,0,56,0,10250,0,10108,7288,45,301,0,1931,543,0
2022-04-01,勾当台公園,北仙台,25177,13105,1624,1521,103,0,0,0,0,0,69,0,11411,1,12072,9373,51,358,0,1671,619,0
2022-04-01,勾当台公園,北四番丁,3615,1684,264,237,27,0,0,0,0,0,48,0,1372,0,1931,1197,21,106,0,472,135,0
2022-04-01,勾当台公園,広瀬通,2159,785,128,114,14,0,0,0,0,0,35,0,622,0,1374,1028,3,54,0,128,161,0
2022-04-01,勾当台公園,仙台,57939,32106,4315,4092,223,0,0,0,0,0,333,0,27458,0,25833,22456,176,513,6,1660,1022,0
2022-04-01,勾当台公園,五橋,9072,5101,562,521,41,0,0,0,0,0,33,0,4506,0,3971,3000,107,107,0,558,199,0
2022-04-01,勾当台公園,愛宕橋,4142,1855,234,226,8,0,0,0,0,0,14,0,1607,0,2287,1705,2,75,0,445,60,0
2022-04-01,勾当台公園,河原町,9433,4260,405,385,20,0,0,0,0,0,33,0,3822,0,5173,4306,2,83,1,594,187,0
2022-04-01,勾当台公園,長町一丁目,8248,3130,278,257,21,0,0,0,0,0,23,0,2829,0,5118,4319,1,117,0,472,209,0
2022-04-01,勾当台公園,長町,26118,11028,964,895,69,0,0,0,0,0,75,0,9989,0,15090,12609,3,198,1,1710,569,0
2022-04-01,勾当台公園,長町南,25420,11016,962,846,116,0,0,0,0,0,87,0,9967,0,14404,11877,14,246,2,1660,605,0
