年,月,乗車駅,降車駅,合計,定期券外,普通券計,普通券大,乗継計,乗継大,乗継小,地下売,バス売,一日券,プリペ,ICSF,その他,定期計,通勤,通学,学都,公用,敬老,ふれあい,その他.1
2021,4,黒松,台原,2059,761,115,101,0,0,0,0,0,20,0,626,0,1298,563,0,116,0,472,147,0
2021,4,黒松,北仙台,3933,1612,177,165,0,0,0,0,0,21,0,1414,0,2321,1246,175,316,0,332,252,0
2021,4,黒松,北四番丁,5944,2083,148,143,0,0,0,0,0,9,0,1926,0,3861,2989,4,283,2,295,288,0
2021,4,黒松,勾当台公園,11101,4201,395,376,0,0,0,0,0,36,0,3770,0,6900,5671,0,132,0,909,188,0
2021,4,黒松,広瀬通,11160,4476,440,434,0,0,0,0,0,19,0,4017,0,6684,5503,27,248,0,690,216,0
2021,4,黒松,仙台,23667,10104,1489,1434,0,0,0,0,0,81,0,8534,0,13563,10696,220,1190,0,777,680,0
2021,4,黒松,五橋,2107,778,57,54,0,0,0,0,0,12,0,709,0,1329,915,0,283,0,49,82,0
2021,4,黒松,愛宕橋,396,116,17,16,0,0,0,0,0,4,0,95,0,280,220,0,36,0,21,3,0
2021,4,黒松,河原町,650,221,31,30,0,0,0,0,0,2,0,188,0,429,309,0,32,0,54,34,0
2021,4,黒松,長町一丁目,636,145,40,23,0,0,0,0,0,4,0,101,0,491,399,0,35,0,19,38,0
2021,4,黒松,長町,1426,567,53,45,0,0,0,0,0,31,0,483,0,859,640,18,42,0,68,91,0
2021,4,黒松,長町南,1243,404,53,41,0,0,0,0,0,13,0,338,0,839,650,4,30,0,98,57,0
2021,4,黒松,富沢,590,201,26,25,0,0,0,0,0,22,0,153,0,389,329,0,23,0,7,30,0
2021,4,黒松,八木山動物公園,303,132,10,10,0,0,0,0,0,8,0,114,0,171,100,0,61,0,7,3,0
2021,4,黒松,青葉山,570,179,6,6,0,0,0,0,0,1,0,172,0,391,190,0,201,0,0,0,0
2021,4,黒松,川内,150,88,2,2,0,0,0,0,0,1,0,85,0,62,20,0,41,0,0,1,0
2021,4,黒松,国際センター,248,75,5,5,0,0,0,0,0,2,0,68,0,173,0,4,167,0,0,2,0
2021,4,黒松,大町西公園,148,63,9,9,0,0,0,0,0,1,0,53,0,85,71,0,0,0,9,5,0
2021,4,黒松,青葉通一番町,169,46,4,3,0,0,0,0,0,3,0,39,0,123,86,0,0,0,36,1,0
2021,4,黒松,宮城野通,87,39,2,1,0,0,0,0,0,0,0,37,0,48,23,0,2,0,2,21,0
2021,4,黒松,連坊,414,62,5,5,0,0,0,0,0,0,0,57,0,352,125,0,217,0,8,2,0
2021,4,黒松,薬師堂,394,174,12,12,0,0,0,0,0,0,0,162,0,220,69,0,123,0,7,21,0
2021,4,黒松,卸町,379,105,36,26,0,0,0,0,0,6,0,63,0,274,245,0,2,0,5,22,0
2021,4,黒松,六丁の目,437,127,7,7,0,0,0,0,0,12,0,108,0,310,245,0,25,0,2,38,0
2021,4,黒松,荒井,249,56,22,20,0,0,0,0,0,3,0,31,0,193,145,0,16,0,6,26,0
2021,4,旭ヶ丘,泉中央,14452,6020,821,685,0,0,0,0,0,48,0,5151,0,8432,4245,136,1099,5,1848,1099,0
2021,4,旭ヶ丘,八乙女,2666,1176,179,170,0,0,0,0,0,13,0,984,0,1490,703,16,173,0,285,313,0
2021,4,旭ヶ丘,黒松,1306,318,59,50,0,0,0,0,0,9,0,250,0,988,274,2,41,2,510,159,0
2021,4,旭ヶ丘,台原,1699,679,129,99,0,0,0,0,0,8,0,542,0,1020,297,13,71,0,395,244,0
2021,4,旭ヶ丘,北仙台,5355,2448,301,265,0,0,0,0,0,11,0,2136,0,2907,1539,169,395,5,459,340,0
2021,4,旭ヶ丘,北四番丁,9309,3437,301,254,0,0,0,0,0,12,0,3124,0,5872,4669,1,340,10,407,445,0
2021,4,旭ヶ丘,勾当台公園,18817,7259,729,693,0,0,0,0,0,47,0,6483,0,11558,9262,26,163,3,1497,607,0
2021,4,旭ヶ丘,広瀬通,17296,7609,673,639,0,0,0,0,0,22,0,6914,0,9687,7806,5,408,2,1019,447,0
2021,4,旭ヶ丘,仙台,34549,14377,2062,1913,0,0,0,0,0,76,0,12238,1,20172,15491,183,1625,14,1568,1291,0
2021,4,旭ヶ丘,五橋,3258,1168,135,121,0,0,0,0,0,6,0,1027,0,2090,1393,12,398,0,165,122,0
2021,4,旭ヶ丘,愛宕橋,401,160,14,14,0,0,0,0,0,1,0,145,0,241,152,0,37,0,25,27,0
2021,4,旭ヶ丘,河原町,912,341,23,19,0,0,0,0,0,5,0,313,0,571,391,0,37,0,83,60,0
2021,4,旭ヶ丘,長町一丁目,1298,385,50,47,0,0,0,0,0,4,0,331,0,913,545,0,211,0,45,112,0
2021,4,旭ヶ丘,長町,2765,864,110,96,0,0,0,0,0,25,0,729,0,1901,1339,0,123,0,187,252,0
2021,4,旭ヶ丘,長町南,2689,1005,123,103,0,0,0,0,0,28,0,854,0,1684,1147,0,109,0,200,228,0
2021,4,旭ヶ丘,富沢,1514,352,56,52,0,0,0,0,0,10,0,286,0,1162,904,0,142,0,63,53,0
2021,4,旭ヶ丘,八木山動物公園,569,207,21,19,0,0,0,0,0,3,0,183,0,362,170,0,116,1,48,27,0
2021,4,旭ヶ丘,青葉山,560,152,11,11,0,0,0,0,0,1,0,140,0,408,188,0,194,0,11,15,0
2021,4,旭ヶ丘,川内,350,160,11,11,0,0,0,0,0,0,0,149,0,190,140,0,30,0,4,16,0
2021,4,旭ヶ丘,国際センター,366,94,10,6,0,0,0,0,0,2,0,82,0,272,39,24,153,0,27,29,0
2021,4,旭ヶ丘,大町西公園,197,106,11,9,0,0,0,0,0,1,0,94,0,91,64,0,5,0,21,1,0
2021,4,旭ヶ丘,青葉通一番町,742,246,16,15,0,0,0,0,0,3,0,227,0,496,294,0,5,0,175,22,0
2021,4,旭ヶ丘,宮城野通,917,417,17,10,0,0,0,0,0,5,0,395,0,500,419,0,6,0,34,41,0
2021,4,旭ヶ丘,連坊,495,112,9,8,0,0,0,0,0,2,0,101,0,383,167,16,167,0,20,13,0
2021,4,旭ヶ丘,薬師堂,646,173,33,32,0,0,0,0,0,5,0,135,0,473,197,0,227,0,46,3,0
2021,4,旭ヶ丘,卸町,832,267,36,36,0,0,0,0,0,15,0,216,0,565,462,0,30,0,19,54,0
2021,4,旭ヶ丘,六丁の目,491,233,14,13,0,0,0,0,0,9,0,210,0,258,172,0,57,0,6,23,0
2021,4,旭ヶ丘,荒井,474,160,30,30,0,0,0,0,0,5,0,125,0,314,228,0,10,1,7,68,0
2021,4,台原,泉中央,14946,6833,792,690,0,0,0,0,0,26,0,6015,0,8113,4153,121,2017,0,955,867,0
2021,4,台原,八乙女,3072,1593,226,211,0,0,0,0,0,7,0,1360,0,1479,650,1,460,0,169,199,0
2021,4,台原,黒松,1742,733,110,101,0,0,0,0,0,9,0,613,1,1009,423,1,91,0,336,158,0
2021,4,台原,旭ヶ丘,1298,537,92,81,0,0,0,0,0,8,0,437,0,761,275,11,52,2,223,198,0
2021,4,台原,北仙台,3991,1665,223,202,0,0,0,0,0,18,0,1424,0,2326,1224,33,469,0,302,298,0
2021,4,台原,北四番丁,6974,3229,283,252,0,0,0,0,0,9,0,2937,0,3745,2744,36,275,2,391,297,0
2021,4,台原,勾当台公園,19136,10788,1245,1170,0,0,0,0,0,29,0,9514,0,8348,6392,3,237,0,1270,446,0
2021,4,台原,広瀬通,14480,6232,749,727,0,0,0,0,0,18,0,5465,0,8248,6846,12,454,0,543,393,0
2021,4,台原,仙台,30734,13796,2085,1967,0,0,0,0,0,49,0,11662,0,16938,13051,214,1825,0,896,952,0
2021,4,台原,五橋,3422,1482,183,176,0,0,0,0,0,4,0,1295,0,1940,1360,5,346,0,125,104,0
2021,4,台原,愛宕橋,549,253,33,32,0,0,0,0,0,1,0,219,0,296,239,0,30,0,20,7,0
2021,4,台原,河原町,989,376,42,41,0,0,0,0,0,4,0,330,0,613,431,0,56,0,42,84,0
2021,4,台原,長町一丁目,1363,415,51,45,0,0,0,0,0,2,0,362,0,948,497,0,315,0,67,69,0
2021,4,台原,長町,3039,1073,109,83,0,0,0,0,0,12,0,952,0,1966,1200,0,358,0,170,238,0
2021,4,台原,長町南,3159,948,117,90,0,0,0,0,0,9,0,822,0,2211,1425,2,499,0,130,155,0
2021,4,台原,富沢,1613,446,55,49,0,0,0,0,0,4,0,387,0,1167,559,0,470,0,45,93,0
2021,4,台原,八木山動物公園,504,197,23,22,0,0,0,0,0,13,0,161,0,307,128,0,104,0,32,43,0
2021,4,台原,青葉山,758,277,6,6,0,0,0,0,0,1,0,270,0,481,205,0,215,0,24,37,0
2021,4,台原,川内,260,116,24,24,0,0,0,0,0,2,0,90,0,144,99,0,43,0,1,1,0
2021,4,台原,国際センター,373,112,20,19,0,0,0,0,0,2,0,90,0,261,45,0,170,0,8,38,0
2021,4,台原,大町西公園,241,111,27,21,0,0,0,0,0,3,0,81,0,130,62,0,16,0,35,17,0
2021,4,台原,青葉通一番町,545,341,16,13,0,0,0,0,0,1,0,324,0,204,136,0,10,0,49,9,0
2021,4,台原,宮城野通,594,261,42,24,0,0,0,0,0,2,0,217,0,333,272,0,5,0,28,28,0
2021,4,台原,連坊,377,98,9,9,0,0,0,0,0,2,0,87,0,279,152,0,93,0,14,20,0
2021,4,台原,薬師堂,673,267,15,15,0,0,0,0,0,3,0,249,0,406,225,2,121,0,14,44,0
2021,4,台原,卸町,828,300,33,29,0,0,0,0,0,4,0,263,0,528,457,0,24,0,11,36,0
2021,4,台原,六丁の目,672,164,30,27,0,0,0,0,0,8,0,126,0,508,435,0,50,0,14,9,0
2021,4,台原,荒井,473,160,18,16,0,0,0,0,0,5,0,137,0,313,221,0,20,0,6,66,0
2021,4,北仙台,泉中央,31346,14327,1582,1486,0,0,0,0,0,79,0,12666,0,17019,9797,869,4114,0,1157,1082,0
2021,4,北仙台,八乙女,6847,2922,354,340,0,0,0,0,0,23,0,2545,0,3925,2581,188,659,0,272,225,0
2021,4,北仙台,黒松,4274,1723,193,183,0,0,0,0,0,24,0,1506,0,2551,1385,157,301,0,374,334,0
2021,4,北仙台,旭ヶ丘,5700,2595,297,268,0,0,0,0,0,20,0,2278,0,3105,1882,167,321,4,407,324,0
2021,4,北仙台,台原,4563,1756,218,192,0,0,0,0,0,13,0,1525,0,2807,1637,41,448,0,353,328,0
2021,4,北仙台,北四番丁,4905,2780,285,272,0,0,0,0,0,3,0,2492,0,2125,1602,8,111,1,186,217,0
2021,4,北仙台,勾当台公園,21239,11188,1236,1190,0,0,0,0,0,39,0,9913,0,10051,8297,53,112,0,1000,589,0
2021,4,北仙台,広瀬通,19508,11038,1274,1225,0,0,0,0,0,40,0,9724,0,8470,6988,95,345,1,638,403,0
2021,4,北仙台,仙台,25991,13121,1941,1872,0,0,0,0,0,105,0,11075,0,12870,9626,179,1336,0,731,998,0
2021,4,北仙台,五橋,5456,2861,341,317,0,0,0,0,0,7,0,2513,0,2595,1950,23,359,0,166,97,0
2021,4,北仙台,愛宕橋,1383,470,75,68,0,0,0,0,0,10,0,385,0,913,528,14,215,0,108,48,0
2021,4,北仙台,河原町,2605,1265,131,126,0,0,0,0,0,4,0,1130,0,1340,989,13,90,0,98,150,0
2021,4,北仙台,長町一丁目,2705,747,118,108,0,0,0,0,0,16,0,613,0,1958,1160,50,567,0,91,90,0
2021,4,北仙台,長町,4393,1776,192,155,0,0,0,0,0,24,0,1560,0,2617,1823,1,331,0,149,313,0
2021,4,北仙台,長町南,6005,2062,248,227,0,0,0,0,0,31,0,1783,0,3943,2892,64,428,0,244,315,0
2021,4,北仙台,富沢,2873,921,98,91,0,0,0,0,0,21,0,802,0,1952,1391,17,424,0,90,30,0
2021,4,北仙台,八木山動物公園,601,258,18,17,0,0,0,0,0,7,0,233,0,343,213,1,71,0,35,23,0
2021,4,北仙台,青葉山,1537,586,52,47,0,0,0,0,0,4,0,530,0,951,352,1,547,0,34,17,0
2021,4,北仙台,川内,424,249,46,46,0,0,0,0,0,2,0,201,0,175,46,21,93,0,2,13,0
2021,4,北仙台,国際センター,348,150,10,10,0,0,0,0,0,1,0,139,0,198,85,66,38,0,6,3,0
2021,4,北仙台,大町西公園,366,174,21,21,0,0,0,0,0,2,0,151,0,192,154,0,7,0,17,14,0
2021,4,北仙台,青葉通一番町,340,128,18,18,0,0,0,0,0,7,0,103,0,212,157,2,7,0,36,10,0
2021,4,北仙台,宮城野通,424,254,21,17,0,0,0,0,0,2,0,231,0,170,115,0,13,0,30,12,0
2021,4,北仙台,連坊,882,300,30,29,0,0,0,0,0,2,0,268,0,582,221,150,181,0,29,1,0
2021,4,北仙台,薬師堂,1133,425,55,54,0,0,0,0,0,3,0,367,0,708,285,26,304,0,45,48,0
2021,4,北仙台,卸町,1053,420,63,61,0,0,0,0,0,6,0,351,0,633,527,0,33,0,30,43,0
2021,4,北仙台,六丁の目,1126,421,42,40,0,0,0,0,0,5,0,374,0,705,598,0,68,0,12,27,0
2021,4,北仙台,荒井,870,331,33,32,0,0,0,0,0,5,0,293,0,539,442,0,53,0,10,34,0
2021,4,北四番丁,泉中央,33687,12461,1105,1017,0,0,0,0,0,79,0,11277,0,21226,15571,156,2725,8,1282,1484,0
2021,4,北四番丁,八乙女,11857,6056,443,425,0,0,0,0,0,24,0,5589,0,5801,4600,0,528,0,305,368,0
2021,4,北四番丁,黒松,5561,1999,141,138,0,0,0,0,0,5,0,1853,0,3562,2717,9,278,3,283,272,0
2021,4,北四番丁,旭ヶ丘,8081,3068,229,193,0,0,0,0,0,7,0,2832,0,5013,3936,14,330,25,344,364,0
2021,4,北四番丁,台原,6411,2914,283,261,0,0,0,0,0,4,0,2627,0,3497,2412,34,385,2,348,316,0
2021,4,北四番丁,北仙台,4594,2336,254,239,0,0,0,0,0,17,0,2065,0,2258,1773,13,124,3,150,195,0
2021,4,北四番丁,勾当台公園,2808,1062,184,178,0,0,0,0,0,19,0,859,0,1746,1256,21,42,2,344,81,0
2021,4,北四番丁,広瀬通,6232,3349,439,419,0,0,0,0,0,31,0,2879,0,2883,2438,31,136,0,133,145,0
2021,4,北四番丁,仙台,41074,20830,2835,2730,0,0,0,0,0,89,0,17906,0,20244,17849,648,662,7,523,555,0
2021,4,北四番丁,五橋,5583,2991,295,262,0,0,0,0,0,2,0,2694,0,2592,1800,155,186,0,271,180,0
2021,4,北四番丁,愛宕橋,1500,786,68,67,0,0,0,0,0,2,0,716,0,714,490,30,6,2,106,80,0
2021,4,北四番丁,河原町,4009,1767,142,135,0,0,0,0,0,10,0,1615,0,2242,1839,0,67,0,111,225,0
2021,4,北四番丁,長町一丁目,3876,1549,173,161,0,0,0,0,0,4,0,1372,0,2327,1615,0,336,2,246,128,0
2021,4,北四番丁,長町,11714,5205,436,394,0,0,0,0,0,25,0,4744,0,6509,5036,23,407,0,588,455,0
2021,4,北四番丁,長町南,9161,3307,308,281,0,0,0,0,0,47,0,2952,0,5854,4511,7,387,1,440,508,0
2021,4,北四番丁,富沢,7299,2365,161,154,0,0,0,0,0,22,0,2182,0,4934,4413,0,261,6,119,135,0
2021,4,北四番丁,八木山動物公園,1066,416,38,34,0,0,0,0,0,6,0,372,0,650,476,0,15,0,105,54,0
2021,4,北四番丁,青葉山,1313,543,34,30,0,0,0,0,0,3,0,506,0,770,384,0,354,0,2,30,0
2021,4,北四番丁,川内,734,380,10,10,0,0,0,0,0,2,0,368,0,354,169,43,133,0,1,8,0
2021,4,北四番丁,国際センター,243,127,25,24,0,0,0,0,0,0,0,102,0,116,50,48,11,0,3,4,0
2021,4,北四番丁,大町西公園,323,196,15,15,0,0,0,0,0,3,0,178,0,127,59,1,4,0,36,27,0
2021,4,北四番丁,青葉通一番町,296,203,21,18,0,0,0,0,0,3,0,179,0,93,49,2,5,0,10,27,0
2021,4,北四番丁,宮城野通,623,414,31,31,0,0,0,0,0,7,0,376,0,209,178,0,3,0,14,14,0
2021,4,北四番丁,連坊,1190,443,39,36,0,0,0,0,0,0,0,404,0,747,443,156,76,0,49,23,0
2021,4,北四番丁,薬師堂,1904,860,63,60,0,0,0,0,0,4,0,793,0,1044,761,87,58,0,45,93,0
2021,4,北四番丁,卸町,1702,641,53,49,0,0,0,0,0,8,0,580,0,1061,940,0,47,0,42,32,0
2021,4,北四番丁,六丁の目,1440,538,59,59,0,0,0,0,0,7,0,472,0,902,831,0,47,0,11,13,0
2021,4,北四番丁,荒井,968,353,30,28,0,0,0,0,0,3,0,320,0,615,525,0,14,1,31,44,0
2021,4,勾当台公園,泉中央,55281,21885,1801,1634,0,0,0,0,0,274,0,19809,1,33396,28503,60,644,0,2962,1227,0
2021,4,勾当台公園,八乙女,18975,7022,605,576,0,0,0,0,0,80,0,6337,0,11953,10685,0,174,0,825,269,0
2021,4,勾当台公園,黒松,12176,4503,410,373,0,0,0,0,0,55,0,4038,0,7673,6261,3,154,0,1014,241,0
2021,4,勾当台公園,旭ヶ丘,18855,7195,704,662,0,0,0,0,0,34,0,6457,0,11660,9182,28,188,6,1669,587,0
2021,4,勾当台公園,台原,19139,10093,1068,1000,0,0,0,0,0,37,0,8988,0,9046,6900,10,245,1,1429,461,0
2021,4,勾当台公園,北仙台,22619,11086,1290,1237,0,0,0,0,0,47,0,9749,0,11533,9349,50,215,0,1258,661,0
2021,4,勾当台公園,北四番丁,2760,1201,184,171,0,0,0,0,0,13,0,1004,0,1559,1030,14,56,0,354,105,0
2021,4,勾当台公園,広瀬通,1568,480,58,53,0,0,0,0,0,17,0,405,0,1088,818,3,16,0,125,126,0
2021,4,勾当台公園,仙台,44810,22462,2780,2618,0,0,0,0,0,246,0,19436,0,22348,19952,131,268,1,1206,790,0
2021,4,勾当台公園,五橋,8044,4482,530,501,0,0,0,0,0,26,0,3926,0,3562,2923,96,32,0,402,109,0
2021,4,勾当台公園,愛宕橋,3886,1762,204,197,0,0,0,0,0,15,0,1543,0,2124,1687,0,45,0,344,48,0
2021,4,勾当台公園,河原町,8529,3748,367,360,0,0,0,0,0,21,0,3360,0,4781,4123,4,48,1,463,142,0
2021,4,勾当台公園,長町一丁目,7645,2726,271,253,0,0,0,0,0,23,0,2432,0,4919,4296,0,43,0,399,181,0
2021,4,勾当台公園,長町,23026,9565,770,717,0,0,0,0,0,65,0,8730,0,13461,11598,31,145,1,1247,439,0
2021,4,勾当台公園,長町南,23920,9890,733,679,0,0,0,0,0,66,0,9090,1,14030,12063,0,196,0,1308,463,0
2021,4,勾当台公園,富沢,18037,5554,377,353,0,0,0,0,0,34,0,5143,0,12483,11822,0,112,1,330,218,0
2021,4,勾当台公園,八木山動物公園,1323,447,36,35,0,0,0,0,0,3,0,408,0,876,703,0,10,0,120,43,0
2021,4,勾当台公園,青葉山,448,280,28,22,0,0,0,0,0,3,0,249,0,168,28,64,47,0,4,25,0
2021,4,勾当台公園,川内,1066,305,13,13,0,0,0,0,0,6,0,286,0,761,736,1,9,0,5,10,0
2021,4,勾当台公園,国際センター,295,148,19,19,0,0,0,0,0,8,0,121,0,147,131,0,4,0,10,2,0
2021,4,勾当台公園,大町西公園,305,164,8,8,0,0,0,0,0,4,0,152,0,141,67,0,1,0,55,18,0
2021,4,勾当台公園,青葉通一番町,219,109,12,12,0,0,0,0,0,13,0,84,0,110,59,0,1,0,33,17,0
2021,4,勾当台公園,宮城野通,798,511,78,73,0,0,0,0,0,6,0,427,0,287,204,0,2,0,45,36,0
2021,4,勾当台公園,連坊,2848,1085,73,71,0,0,0,0,0,4,0,1008,0,1763,1535,18,24,0,111,75,0
2021,4,勾当台公園,薬師堂,3973,1675,79,78,0,0,0,0,0,4,0,1592,0,2298,1941,13,8,0,253,83,0
2021,4,勾当台公園,卸町,2598,1080,107,105,0,0,0,0,0,12,0,961,0,1518,1382,0,3,0,98,35,0
2021,4,勾当台公園,六丁の目,2163,769,59,57,0,0,0,0,0,3,0,707,0,1394,1308,0,2,0,41,43,0
2021,4,勾当台公園,荒井,2963,852,54,52,0,0,0,0,0,24,0,774,0,2111,1957,0,10,2,83,59,0
2021,4,広瀬通,泉中央,44897,19805,1696,1599,0,0,0,0,0,158,0,17951,0,25092,20552,142,2086,1,1484,827,0
2021,4,広瀬通,八乙女,13459,5864,538,522,0,0,0,0,0,38,0,5288,0,7595,6447,4,541,0,394,209,0
