年月日,乗車駅,降車駅,総計,定期以外計,普通券計,普通券大人,普通券小人,乗継計,乗継大人,乗継小人,地下売,バス売,一日券,プリペイド,ICSF,定期以外その他,定期計,通勤,通学,学都,公用,敬老,ふれあい,定期その他
2024-04-01,台原,北四番丁,9810,4179,312,292,20,0,0,0,0,0,15,0,3852,0,5631,4042,7,595,0,553,434,0
2024-04-01,台原,勾当台公園,24697,13158,1690,1567,123,0,0,0,0,0,54,0,11414,0,11539,8353,55,542,0,1902,687,0
2024-04-01,台原,広瀬通,17401,7868,846,786,60,0,0,0,0,0,34,0,6988,0,9533,7473,19,737,0,815,489,0
2024-04-01,台原,仙台,41600,18980,2755,2549,206,0,0,0,0,0,107,0,16118,0,22620,15903,358,3244,0,1733,1382,0
2024-04-01,台原,五橋,6086,2308,286,274,12,0,0,0,0,0,9,0,2013,0,3778,1859,29,1505,0,189,196,0
2024-04-01,台原,愛宕橋,790,206,40,36,4,0,0,0,0,0,0,0,166,0,584,339,0,187,0,49,9,0
2024-04-01,台原,河原町,1063,428,87,82,5,0,0,0,0,0,5,0,336,0,635,289,0,216,0,64,66,0
2024-04-01,台原,長町一丁目,1460,486,55,50,5,0,0,0,0,0,11,0,420,0,974,408,0,405,0,53,108,0
2024-04-01,台原,長町,3698,1383,152,133,19,0,0,0,0,0,40,0,1191,0,2315,1330,0,485,0,273,227,0
2024-04-01,台原,長町南,3555,1122,172,129,43,0,0,0,0,0,33,0,917,0,2433,1147,43,789,0,264,190,0
2024-04-01,台原,富沢,2272,600,84,77,7,0,0,0,0,0,23,0,493,0,1672,873,0,594,0,77,128,0
2024-04-01,台原,八木山動物公園,871,303,68,60,8,0,0,0,0,0,11,0,224,0,568,160,0,316,0,44,48,0
2024-04-01,台原,青葉山,1101,267,6,6,0,0,0,0,0,0,1,0,260,0,834,477,0,317,0,25,15,0
2024-04-01,台原,川内,470,122,10,9,1,0,0,0,0,0,0,0,112,0,348,129,0,214,0,4,1,0
2024-04-01,台原,国際センター,580,188,25,13,12,0,0,0,0,0,8,0,155,0,392,97,2,242,0,34,17,0
2024-04-01,台原,大町西公園,709,330,56,49,7,0,0,0,0,0,7,0,267,0,379,180,58,78,0,42,21,0
2024-04-01,台原,青葉通一番町,648,300,21,18,3,0,0,0,0,0,3,0,276,0,348,226,3,24,0,73,22,0
2024-04-01,台原,宮城野通,674,268,39,24,15,0,0,0,0,0,2,0,227,0,406,240,0,26,0,55,85,0
2024-04-01,台原,連坊,608,140,10,10,0,0,0,0,0,0,1,0,129,0,468,224,18,198,0,24,4,0
2024-04-01,台原,薬師堂,867,158,17,17,0,0,0,0,0,0,3,0,138,0,709,387,0,234,0,28,60,0
2024-04-01,台原,卸町,923,274,25,23,2,0,0,0,0,0,6,0,243,0,649,481,0,70,0,41,57,0
2024-04-01,台原,六丁の目,623,228,14,13,1,0,0,0,0,0,4,0,210,0,395,291,0,80,0,11,13,0
2024-04-01,台原,荒井,529,116,15,15,0,0,0,0,0,0,7,0,94,0,413,215,0,79,0,50,69,0
2024-04-01,北仙台,泉中央,34995,15927,1842,1622,220,0,0,0,0,0,108,0,13977,0,19068,9140,1690,5108,3,1823,1304,0
2024-04-01,北仙台,八乙女,8462,3486,471,407,64,0,0,0,0,0,35,0,2980,0,4976,2846,308,1013,0,419,390,0
2024-04-01,北仙台,黒松,4570,1756,203,187,16,0,0,0,0,0,35,0,1518,0,2814,1429,156,514,0,532,183,0
2024-04-01,北仙台,旭ヶ丘,7966,3540,535,482,53,0,0,0,0,0,30,0,2975,0,4426,2318,185,683,4,710,526,0
2024-04-01,北仙台,台原,5106,1783,204,168,36,0,0,0,0,0,10,0,1569,0,3323,1523,22,867,0,540,371,0
2024-04-01,北仙台,北四番丁,6924,3525,329,296,33,0,0,0,0,0,21,0,3175,0,3399,2518,44,227,0,310,300,0
2024-04-01,北仙台,勾当台公園,29683,16631,2206,2120,86,0,0,0,0,0,73,0,14352,0,13052,9968,53,443,3,1722,863,0
2024-04-01,北仙台,広瀬通,25359,13872,1479,1420,59,0,0,0,0,0,62,0,12331,0,11487,9142,57,570,0,1018,700,0
2024-04-01,北仙台,仙台,38660,20122,2544,2355,189,0,0,0,0,0,183,0,17395,0,18538,12907,310,2340,0,1494,1487,0
2024-04-01,北仙台,五橋,9561,4313,457,432,25,0,0,0,0,0,5,0,3851,0,5248,2555,128,2016,0,391,158,0
2024-04-01,北仙台,愛宕橋,1683,601,93,88,5,0,0,0,0,0,10,0,498,0,1082,721,10,142,0,149,60,0
2024-04-01,北仙台,河原町,2855,1238,131,129,2,0,0,0,0,0,10,0,1097,0,1617,1055,22,219,0,166,155,0
2024-04-01,北仙台,長町一丁目,2905,952,127,121,6,0,0,0,0,0,30,0,795,0,1953,1059,71,533,0,147,143,0
2024-04-01,北仙台,長町,5640,2632,339,290,49,0,0,0,0,0,41,0,2252,0,3008,1752,26,382,1,486,361,0
2024-04-01,北仙台,長町南,6873,2705,334,271,63,0,0,0,0,0,61,0,2310,0,4168,2670,41,718,0,453,286,0
2024-04-01,北仙台,富沢,3850,1467,119,106,13,0,0,0,0,0,40,0,1308,0,2383,1593,16,493,0,190,91,0
2024-04-01,北仙台,八木山動物公園,933,393,58,42,16,0,0,0,0,0,18,0,317,0,540,233,0,218,0,48,41,0
2024-04-01,北仙台,青葉山,1695,541,18,17,1,0,0,0,0,0,13,0,510,0,1154,398,9,667,0,38,42,0
2024-04-01,北仙台,川内,809,364,17,16,1,0,0,0,0,0,8,0,339,0,445,84,47,292,0,22,0,0
2024-04-01,北仙台,国際センター,761,356,41,35,6,0,0,0,0,0,13,0,302,0,405,102,75,150,0,60,18,0
2024-04-01,北仙台,大町西公園,793,489,89,74,15,0,0,0,0,0,18,0,382,0,304,186,0,39,0,60,19,0
2024-04-01,北仙台,青葉通一番町,524,264,22,20,2,0,0,0,0,0,1,0,241,0,260,138,14,22,0,38,48,0
2024-04-01,北仙台,宮城野通,562,216,15,12,3,0,0,0,0,0,6,0,195,0,346,235,0,28,0,31,52,0
2024-04-01,北仙台,連坊,1069,399,22,22,0,0,0,0,0,0,6,0,371,0,670,208,196,215,0,36,15,0
2024-04-01,北仙台,薬師堂,1186,457,52,49,3,0,0,0,0,0,12,0,393,0,729,419,35,168,0,71,36,0
2024-04-01,北仙台,卸町,1715,705,103,95,8,0,0,0,0,0,8,0,594,0,1010,864,0,13,0,65,68,0
2024-04-01,北仙台,六丁の目,1310,491,91,86,5,0,0,0,0,0,14,0,386,0,819,747,0,26,0,23,23,0
2024-04-01,北仙台,荒井,808,279,10,9,1,0,0,0,0,0,7,0,262,0,529,426,0,30,0,26,47,0
2024-04-01,北四番丁,泉中央,36360,13105,1052,951,101,0,0,0,0,0,132,0,11921,0,23255,16772,321,3091,2,1771,1298,0
2024-04-01,北四番丁,八乙女,12717,5741,449,407,42,0,0,0,0,0,35,0,5257,0,6976,5651,5,579,0,343,398,0
2024-04-01,北四番丁,黒松,6133,2039,198,176,22,0,0,0,0,0,16,0,1825,0,4094,3115,0,348,0,361,270,0
2024-04-01,北四番丁,旭ヶ丘,10480,3679,329,291,38,0,0,0,0,0,17,0,3333,0,6801,4906,6,545,139,708,497,0
2024-04-01,北四番丁,台原,8531,3446,282,254,28,0,0,0,0,0,18,0,3146,0,5085,3608,9,596,0,499,373,0
2024-04-01,北四番丁,北仙台,6252,2931,291,266,25,0,0,0,0,0,23,0,2617,0,3321,2470,46,219,0,319,267,0
2024-04-01,北四番丁,勾当台公園,3989,1814,204,183,21,0,0,0,0,0,53,0,1557,0,2175,1468,34,139,1,434,99,0
2024-04-01,北四番丁,広瀬通,9151,4904,557,510,47,0,0,0,0,0,47,0,4300,0,4247,3486,78,316,1,205,161,0
2024-04-01,北四番丁,仙台,59396,31522,3794,3512,282,0,0,0,0,0,195,0,27533,0,27874,23101,1255,1550,8,1020,940,0
2024-04-01,北四番丁,五橋,8037,4126,423,369,54,0,0,0,0,0,28,0,3675,0,3911,2112,323,874,0,437,165,0
2024-04-01,北四番丁,愛宕橋,1766,765,89,86,3,0,0,0,0,0,2,0,674,0,1001,717,12,75,0,96,101,0
2024-04-01,北四番丁,河原町,4577,1862,157,147,10,0,0,0,0,0,6,0,1699,0,2715,2219,64,135,0,165,132,0
2024-04-01,北四番丁,長町一丁目,4036,1840,142,133,9,0,0,0,0,0,4,0,1694,0,2196,1562,0,316,0,214,104,0
2024-04-01,北四番丁,長町,14887,7095,696,594,102,0,0,0,0,0,39,0,6360,0,7792,5813,53,704,1,800,421,0
2024-04-01,北四番丁,長町南,10805,4115,384,307,77,0,0,0,0,0,59,0,3672,0,6690,4881,28,689,0,567,525,0
2024-04-01,北四番丁,富沢,9005,2706,246,233,13,0,0,0,0,0,31,0,2429,0,6299,5301,6,496,0,257,239,0
2024-04-01,北四番丁,八木山動物公園,1377,552,48,38,10,0,0,0,0,0,15,0,489,0,825,553,0,119,0,83,70,0
2024-04-01,北四番丁,青葉山,1958,712,52,31,21,0,0,0,0,0,6,0,654,0,1246,437,13,758,0,11,27,0
2024-04-01,北四番丁,川内,1797,846,46,40,6,0,0,0,0,0,4,0,796,0,951,212,128,598,0,11,2,0
2024-04-01,北四番丁,国際センター,824,528,39,32,7,0,0,0,0,0,6,0,483,0,296,74,115,69,0,28,10,0
2024-04-01,北四番丁,大町西公園,564,356,52,38,14,0,0,0,0,0,6,0,298,0,208,96,8,29,0,58,17,0
2024-04-01,北四番丁,青葉通一番町,422,237,29,26,3,0,0,0,0,0,5,0,203,0,185,104,14,17,0,34,16,0
2024-04-01,北四番丁,宮城野通,885,463,52,48,4,0,0,0,0,0,2,0,409,0,422,327,0,17,0,56,22,0
2024-04-01,北四番丁,連坊,1578,695,63,60,3,0,0,0,0,0,5,0,627,0,883,527,153,61,0,106,36,0
2024-04-01,北四番丁,薬師堂,2337,944,74,68,6,0,0,0,0,0,9,0,861,0,1393,1127,81,73,0,74,38,0
2024-04-01,北四番丁,卸町,1916,797,116,110,6,0,0,0,0,0,17,0,664,0,1119,970,8,65,3,51,22,0
2024-04-01,北四番丁,六丁の目,1729,717,75,66,9,0,0,0,0,0,5,0,637,0,1012,855,18,64,1,29,45,0
2024-04-01,北四番丁,荒井,1526,405,27,27,0,0,0,0,0,0,5,0,372,1,1121,955,0,77,1,49,39,0
2024-04-01,勾当台公園,泉中央,72560,30396,3423,3035,388,0,0,0,0,0,590,0,26383,0,42164,33553,87,1499,0,5369,1656,0
2024-04-01,勾当台公園,八乙女,22188,8594,832,760,72,0,0,0,0,0,157,0,7604,1,13594,11411,8,424,0,1393,358,0
2024-04-01,勾当台公園,黒松,14691,5423,642,572,70,0,0,0,0,0,77,0,4704,0,9268,7264,2,362,0,1283,357,0
2024-04-01,勾当台公園,旭ヶ丘,22854,8825,1031,904,127,0,0,0,0,0,97,0,7697,0,14029,10201,8,519,0,2587,714,0
2024-04-01,勾当台公園,台原,24530,12127,1373,1277,96,0,0,0,0,0,80,0,10674,0,12403,8983,43,670,0,1991,716,0
2024-04-01,勾当台公園,北仙台,29070,14539,1804,1686,118,0,0,0,0,0,86,0,12649,0,14531,11050,62,605,3,1916,895,0
2024-04-01,勾当台公園,北四番丁,3863,1696,211,182,29,0,0,0,0,0,40,0,1445,0,2167,1306,44,146,0,513,158,0
2024-04-01,勾当台公園,広瀬通,2384,888,115,105,10,0,0,0,0,0,45,0,728,0,1496,1066,19,68,1,178,164,0
2024-04-01,勾当台公園,仙台,73055,40507,5411,4995,416,0,0,0,0,0,478,0,34617,1,32548,28231,184,783,3,2028,1319,0
2024-04-01,勾当台公園,五橋,10229,5587,624,586,38,0,0,0,0,0,52,0,4911,0,4642,3181,199,328,0,713,221,0
2024-04-01,勾当台公園,愛宕橋,4444,2058,278,264,14,0,0,0,0,0,20,0,1760,0,2386,1850,4,61,0,370,101,0
2024-04-01,勾当台公園,河原町,10085,4018,427,413,14,0,0,0,0,0,18,0,3573,0,6067,5070,1,145,0,664,187,0
2024-04-01,勾当台公園,長町一丁目,9183,3426,340,316,24,0,0,0,0,0,16,0,3070,0,5757,4762,8,202,0,557,228,0
2024-04-01,勾当台公園,長町,30153,12564,1213,1106,107,0,0,0,0,0,120,0,11231,0,17589,14319,10,236,2,2126,896,0
2024-04-01,勾当台公園,長町南,29088,11362,1269,1155,114,0,0,0,0,0,97,0,9996,0,17726,14337,1,293,0,2299,796,0
