年,月,乗車駅,降車駅,合計,定期券外,普通券計,普通券大,乗継計,乗継大,乗継小,地下売,バス売,一日券,プリペ,ICSF,その他,定期計,通勤,通学,学都,公用,敬老,ふれあい,その他.1
2019,4,黒松,荒井,218,61,7,7,0,0,0,0,0,9,0,45,0,157,84,0,6,0,14,53,0
2019,4,旭ヶ丘,泉中央,20938,9381,1552,1295,0,0,0,0,0,170,0,7659,0,11557,4828,158,1949,0,3208,1414,0
2019,4,旭ヶ丘,八乙女,3759,1985,330,297,0,0,0,0,0,47,0,1608,0,1774,661,19,266,0,483,345,0
2019,4,旭ヶ丘,黒松,1667,373,45,36,0,0,0,0,0,28,0,300,0,1294,323,3,78,0,653,237,0
2019,4,旭ヶ丘,台原,2667,1114,241,210,0,0,0,0,0,18,0,855,0,1553,466,72,85,5,722,203,0
2019,4,旭ヶ丘,北仙台,7594,3455,537,484,0,0,0,0,0,32,0,2886,0,4139,1572,176,1052,0,831,508,0
2019,4,旭ヶ丘,北四番丁,11196,4325,508,455,0,0,0,0,0,23,0,3794,0,6871,4974,7,602,68,796,424,0
2019,4,旭ヶ丘,勾当台公園,27482,12003,1956,1808,0,0,0,0,0,107,0,9940,0,15479,10936,39,419,0,3236,849,0
2019,4,旭ヶ丘,広瀬通,24341,11614,1682,1600,0,0,0,0,0,107,0,9825,0,12727,9545,10,709,0,2010,453,0
2019,4,旭ヶ丘,仙台,56740,28207,6304,5605,0,0,0,0,0,326,0,21577,0,28533,19353,286,3490,2,3808,1594,0
2019,4,旭ヶ丘,五橋,4135,1574,317,291,0,0,0,0,0,11,0,1246,0,2561,1312,1,763,0,252,233,0
2019,4,旭ヶ丘,愛宕橋,799,330,64,61,0,0,0,0,0,1,0,265,0,469,213,0,123,0,101,32,0
2019,4,旭ヶ丘,河原町,1044,547,93,79,0,0,0,0,0,11,0,443,0,497,260,6,29,0,138,64,0
2019,4,旭ヶ丘,長町一丁目,1605,565,60,49,0,0,0,0,0,10,0,495,0,1040,580,0,254,0,149,57,0
2019,4,旭ヶ丘,長町,4085,1783,341,292,0,0,0,0,0,69,0,1373,0,2302,1132,15,335,0,502,318,0
2019,4,旭ヶ丘,長町南,4112,1774,316,218,0,0,0,0,0,66,0,1392,0,2338,972,13,495,0,487,371,0
2019,4,旭ヶ丘,富沢,1944,828,189,170,0,0,0,0,0,46,0,593,0,1116,721,0,161,1,115,118,0
2019,4,旭ヶ丘,八木山動物公園,1305,626,222,93,0,0,0,0,0,59,0,345,0,679,74,0,474,0,74,57,0
2019,4,旭ヶ丘,青葉山,972,213,12,12,0,0,0,0,0,12,0,189,0,759,235,0,497,0,25,2,0
2019,4,旭ヶ丘,川内,466,140,12,11,0,0,0,0,0,6,0,122,0,326,103,0,176,0,23,24,0
2019,4,旭ヶ丘,国際センター,897,405,60,46,0,0,0,0,0,38,0,307,0,492,75,31,296,0,82,8,0
2019,4,旭ヶ丘,大町西公園,458,258,49,41,0,0,0,0,0,25,0,184,0,200,116,0,11,0,66,7,0
2019,4,旭ヶ丘,青葉通一番町,1079,477,54,49,0,0,0,0,0,18,0,405,0,602,346,0,4,0,237,15,0
2019,4,旭ヶ丘,宮城野通,1020,505,49,41,0,0,0,0,0,2,0,454,0,515,397,0,23,0,55,40,0
2019,4,旭ヶ丘,連坊,668,182,18,18,0,0,0,0,0,4,0,160,0,486,196,15,215,0,45,15,0
2019,4,旭ヶ丘,薬師堂,1046,327,46,42,0,0,0,0,0,6,0,275,0,719,308,0,244,0,90,77,0
2019,4,旭ヶ丘,卸町,1087,276,41,35,0,0,0,0,0,14,0,221,0,811,641,0,14,0,76,80,0
2019,4,旭ヶ丘,六丁の目,653,300,57,49,0,0,0,0,0,6,0,237,0,353,246,0,55,0,30,22,0
2019,4,旭ヶ丘,荒井,497,159,38,34,0,0,0,0,0,12,0,109,0,338,256,0,17,3,27,35,0
2019,4,台原,泉中央,18850,8814,1568,1406,0,0,0,0,0,85,0,7161,0,10036,3949,274,3389,4,1663,757,0
2019,4,台原,八乙女,3808,1795,368,350,0,0,0,0,0,17,0,1410,0,2013,851,19,577,0,334,232,0
2019,4,台原,黒松,2453,1161,183,160,0,0,0,0,0,22,0,956,0,1292,527,22,94,0,527,122,0
2019,4,台原,旭ヶ丘,2480,1066,202,176,0,0,0,0,0,14,0,850,0,1414,467,48,104,2,568,225,0
2019,4,台原,北仙台,5213,2162,426,399,0,0,0,0,0,26,0,1710,0,3051,1126,82,799,0,632,412,0
2019,4,台原,北四番丁,8797,4342,430,397,0,0,0,0,0,18,0,3894,0,4455,2956,46,568,1,636,248,0
2019,4,台原,勾当台公園,27583,16026,2392,2291,0,0,0,0,0,51,0,13583,0,11557,7658,102,564,1,2629,603,0
2019,4,台原,広瀬通,19192,8922,1325,1273,0,0,0,0,0,56,0,7541,0,10270,7876,35,814,0,1044,501,0
2019,4,台原,仙台,43526,22055,4255,3986,0,0,0,0,0,120,0,17680,0,21471,14770,366,3222,5,1959,1149,0
2019,4,台原,五橋,3890,1746,163,159,0,0,0,0,0,17,0,1566,0,2144,1127,17,651,0,229,120,0
2019,4,台原,愛宕橋,783,267,46,44,0,0,0,0,0,5,0,216,0,516,306,0,147,0,50,13,0
2019,4,台原,河原町,1203,510,69,55,0,0,0,0,0,5,0,436,0,693,394,0,133,0,116,50,0
2019,4,台原,長町一丁目,1547,533,72,62,0,0,0,0,0,14,0,447,0,1014,465,0,327,0,140,82,0
2019,4,台原,長町,3952,1641,254,209,0,0,0,0,0,35,0,1352,0,2311,1184,19,500,0,336,272,0
2019,4,台原,長町南,4404,1680,324,258,0,0,0,0,0,29,0,1327,0,2724,1419,30,781,1,276,217,0
2019,4,台原,富沢,2092,675,142,122,0,0,0,0,0,7,0,526,0,1417,669,0,659,0,77,12,0
2019,4,台原,八木山動物公園,868,355,72,53,0,0,0,0,0,31,0,252,0,513,136,0,274,0,65,38,0
2019,4,台原,青葉山,1125,279,13,13,0,0,0,0,0,5,0,261,0,846,329,17,440,0,40,20,0
2019,4,台原,川内,496,152,15,15,0,0,0,0,0,5,0,132,0,344,86,0,233,0,22,3,0
2019,4,台原,国際センター,667,306,25,24,0,0,0,0,0,8,0,273,0,361,76,0,202,1,65,17,0
2019,4,台原,大町西公園,390,244,32,27,0,0,0,0,0,10,0,202,0,146,76,6,23,0,29,12,0
2019,4,台原,青葉通一番町,736,370,24,22,0,0,0,0,0,6,0,340,0,366,237,0,16,0,103,10,0
2019,4,台原,宮城野通,785,384,35,30,0,0,0,0,0,5,0,344,0,401,300,3,0,0,65,33,0
2019,4,台原,連坊,564,160,15,14,0,0,0,0,0,1,0,144,0,404,193,0,171,0,32,8,0
2019,4,台原,薬師堂,708,236,12,9,0,0,0,0,0,3,0,221,0,472,243,0,131,0,52,46,0
2019,4,台原,卸町,838,396,97,97,0,0,0,0,0,13,0,286,0,442,377,0,18,0,19,28,0
2019,4,台原,六丁の目,714,247,57,53,0,0,0,0,0,11,0,179,0,467,356,0,64,0,16,31,0
2019,4,台原,荒井,607,261,22,22,0,0,0,0,0,8,0,231,0,346,210,0,30,1,37,68,0
2019,4,北仙台,泉中央,41030,18666,2887,2614,0,0,0,0,0,147,0,15632,0,22364,9024,2214,8014,0,1925,1187,0
2019,4,北仙台,八乙女,9053,4097,692,636,0,0,0,0,0,26,0,3379,0,4956,2712,160,1407,0,388,289,0
2019,4,北仙台,黒松,4616,1979,283,261,0,0,0,0,0,28,0,1668,0,2637,1135,225,469,0,520,288,0
2019,4,北仙台,旭ヶ丘,8204,3889,641,581,0,0,0,0,0,31,0,3217,0,4315,1998,185,851,4,861,416,0
2019,4,北仙台,台原,5857,2170,394,369,0,0,0,0,0,45,0,1731,0,3687,1641,82,753,0,836,375,0
2019,4,北仙台,北四番丁,6569,3780,581,546,0,0,0,0,0,37,0,3162,0,2789,2089,21,160,1,325,193,0
2019,4,北仙台,勾当台公園,30379,18425,3107,2997,0,0,0,0,0,93,0,15225,0,11954,9108,53,483,0,1820,490,0
2019,4,北仙台,広瀬通,27427,16997,2618,2526,0,0,0,0,0,51,0,14328,0,10430,8168,68,734,0,1065,395,0
2019,4,北仙台,仙台,37971,20627,4003,3793,0,0,0,0,0,186,0,16438,0,17344,11794,240,2744,10,1471,1085,0
2019,4,北仙台,五橋,7167,3508,458,396,0,0,0,0,0,10,0,3040,0,3659,2141,36,1023,0,310,149,0
2019,4,北仙台,愛宕橋,1658,618,80,72,0,0,0,0,0,12,0,526,0,1040,663,35,188,0,112,42,0
2019,4,北仙台,河原町,3007,1312,186,174,0,0,0,0,0,8,0,1118,0,1695,1176,28,220,0,170,101,0
2019,4,北仙台,長町一丁目,3083,1172,219,201,0,0,0,0,0,20,0,933,0,1911,1026,68,536,0,156,125,0
2019,4,北仙台,長町,5705,2697,484,415,0,0,0,0,0,55,0,2158,0,3008,1742,4,492,1,531,238,0
2019,4,北仙台,長町南,8056,3563,493,407,0,0,0,0,0,56,0,3014,0,4493,2824,83,836,1,398,351,0
2019,4,北仙台,富沢,3899,1953,298,275,0,0,0,0,0,44,0,1611,0,1946,1183,1,563,1,159,39,0
2019,4,北仙台,八木山動物公園,1348,510,87,68,0,0,0,0,0,36,0,387,0,838,216,1,491,0,106,24,0
2019,4,北仙台,青葉山,2445,699,72,70,0,0,0,0,0,8,0,619,0,1746,524,17,1151,0,52,2,0
2019,4,北仙台,川内,997,457,70,65,0,0,0,0,0,10,0,377,0,540,91,42,386,0,13,8,0
2019,4,北仙台,国際センター,908,470,60,54,0,0,0,0,0,19,0,391,0,438,102,121,127,0,80,8,0
2019,4,北仙台,大町西公園,678,363,55,50,0,0,0,0,0,5,0,303,0,315,209,0,14,0,73,19,0
2019,4,北仙台,青葉通一番町,403,235,25,23,0,0,0,0,0,4,0,206,0,168,97,1,13,0,47,10,0
2019,4,北仙台,宮城野通,784,389,43,39,0,0,0,0,0,7,0,339,0,395,292,1,9,0,53,40,0
2019,4,北仙台,連坊,768,330,51,51,0,0,0,0,0,6,0,273,0,438,155,57,153,0,38,35,0
2019,4,北仙台,薬師堂,1485,576,53,48,0,0,0,0,0,9,0,514,0,909,442,14,332,0,67,54,0
2019,4,北仙台,卸町,1251,534,109,105,0,0,0,0,0,9,0,416,0,717,563,0,46,0,77,31,0
2019,4,北仙台,六丁の目,1357,513,94,92,0,0,0,0,0,8,0,411,0,844,760,0,70,0,6,8,0
2019,4,北仙台,荒井,881,372,24,24,0,0,0,0,0,21,0,327,0,509,377,0,45,0,30,57,0
2019,4,北四番丁,泉中央,40542,17218,1997,1797,0,0,0,0,0,132,0,15089,0,23324,15234,224,4501,10,1947,1408,0
2019,4,北四番丁,八乙女,13378,7024,697,638,0,0,0,0,0,33,0,6294,0,6354,4767,1,661,1,510,414,0
2019,4,北四番丁,黒松,5746,2196,255,241,0,0,0,0,0,26,0,1915,0,3550,2464,2,368,0,489,227,0
2019,4,北四番丁,旭ヶ丘,9963,4120,488,429,0,0,0,0,0,34,0,3598,0,5843,3854,4,684,71,840,390,0
2019,4,北四番丁,台原,7572,3498,392,363,0,0,0,0,0,18,0,3088,0,4074,2468,45,599,1,654,307,0
2019,4,北四番丁,北仙台,5797,3002,518,483,0,0,0,0,0,32,0,2452,0,2795,2043,23,189,2,322,216,0
2019,4,北四番丁,勾当台公園,4479,2035,377,351,0,0,0,0,0,80,0,1578,0,2444,1672,19,123,1,525,104,0
2019,4,北四番丁,広瀬通,9523,5236,1003,942,0,0,0,0,0,62,0,4171,0,4287,3521,57,339,0,219,151,0
2019,4,北四番丁,仙台,58161,33854,6171,5805,0,0,0,0,0,180,0,27502,1,24307,19828,1051,1573,12,1051,792,0
2019,4,北四番丁,五橋,6687,3807,526,449,0,0,0,0,0,24,0,3257,0,2880,1714,189,393,0,448,136,0
2019,4,北四番丁,愛宕橋,1857,1044,154,144,0,0,0,0,0,5,0,885,0,813,576,8,56,3,121,49,0
2019,4,北四番丁,河原町,4392,2032,220,208,0,0,0,0,0,11,0,1801,0,2360,1830,15,105,0,200,210,0
2019,4,北四番丁,長町一丁目,4340,1976,261,247,0,0,0,0,0,10,0,1705,0,2364,1698,0,276,0,269,121,0
2019,4,北四番丁,長町,12743,6449,1022,928,0,0,0,0,0,53,0,5374,0,6294,4347,35,577,17,874,444,0
2019,4,北四番丁,長町南,11450,5061,778,679,0,0,0,0,0,52,0,4231,0,6389,4476,48,712,2,617,534,0
2019,4,北四番丁,富沢,8513,3568,579,542,0,0,0,0,0,35,0,2954,0,4945,4196,0,481,9,174,85,0
2019,4,北四番丁,八木山動物公園,1463,769,96,74,0,0,0,0,0,25,0,648,0,694,444,0,172,0,39,39,0
2019,4,北四番丁,青葉山,2161,877,67,66,0,0,0,0,0,7,0,803,0,1284,414,1,862,0,4,3,0
2019,4,北四番丁,川内,1423,725,77,75,0,0,0,0,0,7,0,641,0,698,136,42,502,0,3,15,0
2019,4,北四番丁,国際センター,710,509,88,84,0,0,0,0,0,6,0,415,0,201,41,48,50,1,57,4,0
2019,4,北四番丁,大町西公園,518,392,50,43,0,0,0,0,0,12,0,330,0,126,77,2,17,0,25,5,0
2019,4,北四番丁,青葉通一番町,591,394,54,50,0,0,0,0,0,24,0,316,0,197,103,0,25,0,28,41,0
2019,4,北四番丁,宮城野通,918,613,88,85,0,0,0,0,0,9,0,516,0,305,239,0,13,0,37,16,0
2019,4,北四番丁,連坊,1390,755,76,70,0,0,0,0,0,8,0,671,0,635,353,103,69,1,78,31,0
2019,4,北四番丁,薬師堂,2506,1222,147,145,0,0,0,0,0,6,0,1069,0,1284,758,185,187,1,76,77,0
2019,4,北四番丁,卸町,1584,755,85,82,0,0,0,0,0,27,0,643,0,829,663,10,51,0,59,46,0
2019,4,北四番丁,六丁の目,1406,590,97,89,0,0,0,0,0,3,0,490,0,816,757,0,26,0,10,23,0
2019,4,北四番丁,荒井,1131,478,44,43,0,0,0,0,0,11,0,423,0,653,539,0,37,12,26,39,0
2019,4,勾当台公園,泉中央,81288,37881,5454,5020,0,0,0,0,0,604,0,31821,2,43407,33411,186,2144,1,6107,1558,0
2019,4,勾当台公園,八乙女,26227,10905,1623,1510,0,0,0,0,0,181,0,9099,2,15322,12830,5,574,0,1566,347,0
2019,4,勾当台公園,黒松,14314,5875,698,650,0,0,0,0,0,74,0,5103,0,8439,6377,12,281,0,1476,293,0
2019,4,勾当台公園,旭ヶ丘,26162,10946,1629,1464,0,0,0,0,0,108,0,9209,0,15216,10571,21,465,0,3338,821,0
2019,4,勾当台公園,台原,25854,14069,1896,1755,0,0,0,0,0,95,0,12077,1,11785,7859,111,594,0,2705,516,0
2019,4,勾当台公園,北仙台,29399,16351,2797,2658,0,0,0,0,0,110,0,13443,1,13048,9710,93,596,0,2002,647,0
2019,4,勾当台公園,北四番丁,4542,2085,370,343,0,0,0,0,0,82,0,1632,1,2457,1579,36,174,2,546,120,0
2019,4,勾当台公園,広瀬通,2555,947,180,162,0,0,0,0,0,65,0,702,0,1608,1208,10,108,0,163,119,0
2019,4,勾当台公園,仙台,71391,44946,9179,8677,0,0,0,0,0,671,0,35095,1,26445,21702,283,1129,4,2386,941,0
2019,4,勾当台公園,五橋,10356,6171,866,812,0,0,0,0,0,37,0,5268,0,4185,2947,76,340,0,662,160,0
2019,4,勾当台公園,愛宕橋,4726,2304,388,361,0,0,0,0,0,26,0,1890,0,2422,1743,1,52,1,568,57,0
2019,4,勾当台公園,河原町,10639,4817,717,676,0,0,0,0,0,23,0,4077,0,5822,4734,9,145,1,690,243,0
2019,4,勾当台公園,長町一丁目,8901,3784,513,478,0,0,0,0,0,33,0,3238,0,5117,4203,0,173,0,565,176,0
2019,4,勾当台公園,長町,27046,13249,1703,1581,0,0,0,0,0,140,0,11405,1,13797,10815,25,303,3,2075,576,0
2019,4,勾当台公園,長町南,29994,13964,1922,1779,0,0,0,0,0,165,0,11877,0,16030,12595,4,319,0,2443,669,0
2019,4,勾当台公園,富沢,18954,7311,875,810,0,0,0,0,0,82,0,6354,0,11643,10562,0,301,3,580,197,0
2019,4,勾当台公園,八木山動物公園,1960,801,109,98,0,0,0,0,0,22,0,670,0,1159,813,1,43,0,242,60,0
2019,4,勾当台公園,青葉山,666,407,50,50,0,0,0,0,0,11,0,346,0,259,55,63,106,0,15,20,0
2019,4,勾当台公園,川内,1300,467,44,43,0,0,0,0,0,7,0,416,0,833,711,29,77,0,7,9,0
2019,4,勾当台公園,国際センター,677,448,82,79,0,0,0,0,0,57,0,309,0,229,120,3,60,1,41,4,0
2019,4,勾当台公園,大町西公園,447,315,49,41,0,0,0,0,0,28,0,238,0,132,41,1,3,0,75,12,0
2019,4,勾当台公園,青葉通一番町,302,178,35,32,0,0,0,0,0,19,0,124,0,124,59,1,10,0,37,17,0
2019,4,勾当台公園,宮城野通,1232,865,188,174,0,0,0,0,0,12,0,665,0,367,217,0,8,0,89,53,0
2019,4,勾当台公園,連坊,3183,1563,111,103,0,0,0,0,0,21,0,1431,0,1620,1320,15,36,2,158,89,0
2019,4,勾当台公園,薬師堂,3851,2170,222,216,0,0,0,0,0,20,0,1928,0,1681,1164,4,44,0,360,109,0
2019,4,勾当台公園,卸町,2818,1383,256,237,0,0,0,0,0,24,0,1103,0,1435,1133,2,22,0,225,53,0
2019,4,勾当台公園,六丁の目,2187,870,117,109,0,0,0,0,0,18,0,735,0,1317,1207,0,37,0,41,32,0
2019,4,勾当台公園,荒井,2813,1088,102,88,0,0,0,0,0,43,0,943,0,1725,1556,0,13,4,108,44,0
